source,target,weight,relation
alcohol,plane,3.464,/r/AtLocation
alcohol,wine,2.828,/r/AtLocation
alcohol,burn,2.0,/r/CapableOf
alcohol,dance,2.0,/r/CausesDesire
alcohol,sleep,2.828,/r/CausesDesire
alcohol,liquid,2.0,/r/IsA
plane,air,2.828,/r/AtLocation
plane,sky,2.828,/r/AtLocation
plane,fly,2.0,/r/CapableOf
plane,mathematics,2.0,/r/HasContext
plane,machine,2.828,/r/IsA
plane,shape,2.0,/r/IsA
plane,degree,2.0,/r/IsA
plane,cut,2.0,/r/MannerOf
plane,airplane,2.0,/r/Synonym
plane,travel,2.828,/r/UsedFor
wine,bar,2.0,/r/AtLocation
wine,alcohol,5.747,/r/RelatedTo
wine,fruit,2.0,/r/MadeOf
wine,drink,5.736,/r/RelatedTo
wine,white,2.385,/r/RelatedTo
animal,park,2.828,/r/AtLocation
animal,eating,3.464,/r/CapableOf
animal,live,2.0,/r/CapableOf
animal,eat,4.0,/r/Desires
animal,human,2.128,/r/DistinctFrom
animal,plant,2.417,/r/DistinctFrom
animal,organism,2.0,/r/IsA
animal,pain,2.0,/r/NotDesires
animal,cat,2.571,/r/RelatedTo
animal,dog,3.129,/r/RelatedTo
animal,food,2.0,/r/UsedFor
park,put,2.0,/r/MannerOf
artery,body,3.464,/r/AtLocation
body,animal,2.0,/r/HasContext
body,structure,2.0,/r/IsA
body,system,2.0,/r/IsA
body,address,2.0,/r/PartOf
body,form,3.031,/r/RelatedTo
body,head,3.85,/r/RelatedTo
body,human,7.753,/r/RelatedTo
body,part,2.16,/r/RelatedTo
body,person,5.181,/r/RelatedTo
body,shape,2.105,/r/RelatedTo
body,skin,2.158,/r/RelatedTo
bag,supermarket,3.464,/r/AtLocation
bag,travel,2.0,/r/Causes
bag,container,2.0,/r/IsA
bag,money,2.0,/r/RelatedTo
bag,property,2.0,/r/RelatedTo
bag,base,2.0,/r/Synonym
bag,hold,2.0,/r/UsedFor
bag,transport,2.0,/r/UsedFor
ball,closet,2.0,/r/AtLocation
ball,hole,2.0,/r/AtLocation
ball,sport,2.0,/r/AtLocation
ball,street,2.828,/r/AtLocation
ball,roll,2.0,/r/UsedFor
ball,round,7.798,/r/RelatedTo
ball,structure,2.0,/r/IsA
ball,dance,2.0,/r/IsA
ball,wind,2.0,/r/MannerOf
ball,hand,2.0,/r/PartOf
ball,object,3.345,/r/RelatedTo
ball,baseball,2.0,/r/Synonym
ball,having_fun,2.0,/r/UsedFor
ball,play,4.0,/r/UsedFor
closet,house,2.0,/r/AtLocation
closet,room,2.0,/r/IsA
closet,school,2.828,/r/AtLocation
hole,ground,2.0,/r/AtLocation
hole,wall,2.828,/r/AtLocation
hole,golf,2.0,/r/HasContext
hole,space,2.0,/r/IsA
hole,hit,2.0,/r/MannerOf
sport,game,4.0,/r/IsA
sport,person,2.0,/r/IsA
sport,fun,2.0,/r/Synonym
street,city,2.501,/r/RelatedTo
street,travel,2.828,/r/UsedFor
bank,city,2.0,/r/AtLocation
bank,park,2.0,/r/AtLocation
bank,cover,2.0,/r/MannerOf
bank,act,2.0,/r/MannerOf
bank,work,2.0,/r/MannerOf
bank,building,6.957,/r/RelatedTo
bank,house,2.474,/r/RelatedTo
bank,money,12.58,/r/RelatedTo
bank,place,4.756,/r/RelatedTo
bank,store,3.862,/r/RelatedTo
city,germany,2.828,/r/AtLocation
city,state,2.0,/r/AtLocation
city,place,3.422,/r/RelatedTo
city,area,3.127,/r/RelatedTo
city,large,4.539,/r/RelatedTo
city,new,3.057,/r/RelatedTo
city,new_york,3.057,/r/RelatedTo
city,people,3.731,/r/RelatedTo
bar,city,4.0,/r/AtLocation
bar,united_kingdom,2.0,/r/HasContext
bar,law,2.0,/r/HasContext
bar,place,8.211,/r/RelatedTo
bar,support,2.0,/r/IsA
bar,fasten,2.0,/r/MannerOf
bar,court,2.0,/r/PartOf
bar,alcohol,5.66,/r/RelatedTo
bar,drink,3.08,/r/RelatedTo
bar,cake,2.0,/r/Synonym
bar,measure,2.0,/r/Synonym
bar,separate,2.0,/r/UsedFor
baseball,park,2.828,/r/AtLocation
baseball,hard,2.0,/r/HasProperty
baseball,round,2.828,/r/HasProperty
baseball,game,7.746,/r/IsA
baseball,sport,22.891,/r/IsA
baseball,ball,2.0,/r/IsA
bathroom,house,5.657,/r/AtLocation
bathroom,school,2.0,/r/AtLocation
bathroom,room,2.0,/r/IsA
school,city,2.0,/r/AtLocation
school,building,5.386,/r/RelatedTo
school,education,5.333,/r/RelatedTo
school,body,2.0,/r/IsA
school,time_period,2.0,/r/IsA
school,learning,6.928,/r/UsedFor
school,place,6.124,/r/RelatedTo
bed,house,4.0,/r/AtLocation
bed,room,3.906,/r/RelatedTo
bed,geology,2.0,/r/HasContext
bed,place,8.362,/r/RelatedTo
bed,surface,3.22,/r/RelatedTo
bed,plant,2.0,/r/RelatedTo
bed,put,2.0,/r/MannerOf
bed,supply,2.0,/r/MannerOf
bed,press,2.0,/r/PartOf
bed,device,2.282,/r/RelatedTo
bed,object,2.242,/r/RelatedTo
bed,sleep,2.0,/r/UsedFor
bed,soft,2.256,/r/RelatedTo
bed,person,2.0,/r/RelatedTo
bed,hold,2.0,/r/UsedFor
room,school,3.464,/r/AtLocation
room,use,2.0,/r/AtLocation
room,place,3.967,/r/RelatedTo
room,area,3.609,/r/RelatedTo
room,position,2.0,/r/IsA
room,building,2.828,/r/RelatedTo
room,bed,3.914,/r/RelatedTo
room,house,8.982,/r/RelatedTo
room,part,3.207,/r/RelatedTo
room,space,5.515,/r/RelatedTo
room,board,2.0,/r/Synonym
room,sleep,2.0,/r/UsedFor
bird,air,2.0,/r/AtLocation
bird,sky,2.417,/r/RelatedTo
bird,tree,4.472,/r/AtLocation
bird,fly,4.0,/r/Desires
bird,bird,2.0,/r/PartOf
bird,animal,8.332,/r/RelatedTo
tree,grow,6.0,/r/CapableOf
tree,plant,8.203,/r/RelatedTo
tree,wood,2.828,/r/UsedFor
tree,large,2.51,/r/RelatedTo
boat,ocean,3.464,/r/AtLocation
boat,water,7.801,/r/RelatedTo
boat,vessel,6.261,/r/RelatedTo
boat,ship,7.649,/r/RelatedTo
boat,transport,2.0,/r/UsedFor
boat,travel,3.464,/r/UsedFor
ocean,earth,5.292,/r/AtLocation
ocean,salt,2.0,/r/HasA
ocean,water,5.872,/r/RelatedTo
ocean,body,2.936,/r/RelatedTo
ocean,large,2.374,/r/RelatedTo
ocean,fish,2.828,/r/UsedFor
ocean,relax,2.0,/r/UsedFor
water,bridge,2.0,/r/AtLocation
water,glass,4.0,/r/AtLocation
water,jar,3.464,/r/AtLocation
water,ocean,3.277,/r/RelatedTo
water,liquid,7.317,/r/RelatedTo
water,food,2.0,/r/IsA
water,wet,2.986,/r/RelatedTo
water,supply,2.0,/r/MannerOf
water,clear,3.635,/r/RelatedTo
water,drink,8.246,/r/UsedFor
water,ice,2.436,/r/RelatedTo
water,wash,2.828,/r/UsedFor
bomb,war,4.0,/r/AtLocation
bomb,slang,2.0,/r/HasContext
bomb,device,4.0,/r/IsA
bomb,object,2.0,/r/IsA
bomb,kill,2.0,/r/UsedFor
war,death,4.0,/r/Causes
war,military,2.0,/r/HasContext
war,war,2.0,/r/HasContext
war,fight,3.383,/r/RelatedTo
bone,animal,2.0,/r/HasContext
bone,fish,2.0,/r/AtLocation
bone,white,4.082,/r/RelatedTo
bone,remove,2.0,/r/MannerOf
bone,body,6.053,/r/RelatedTo
bone,body_part,2.999,/r/RelatedTo
bone,dog,2.902,/r/RelatedTo
bone,hard,3.623,/r/RelatedTo
bone,human,2.299,/r/RelatedTo
bone,material,2.373,/r/RelatedTo
bone,part,5.542,/r/RelatedTo
bone,structure,3.886,/r/RelatedTo
bone,support,3.464,/r/UsedFor
fish,boat,2.828,/r/AtLocation
fish,ocean,4.381,/r/RelatedTo
fish,water,6.764,/r/RelatedTo
fish,catch,2.0,/r/MannerOf
fish,animal,8.938,/r/RelatedTo
fish,person,2.0,/r/IsA
fish,food,2.853,/r/RelatedTo
book,closet,2.0,/r/AtLocation
book,desk,3.464,/r/AtLocation
book,house,2.0,/r/AtLocation
book,library,3.586,/r/RelatedTo
book,store,3.464,/r/AtLocation
book,table,2.0,/r/AtLocation
book,sleep,2.0,/r/CausesDesire
book,cover,4.0,/r/HasA
book,card_game,2.0,/r/HasContext
book,collection,2.0,/r/IsA
book,paper,2.702,/r/RelatedTo
book,record,2.0,/r/Synonym
book,material,3.455,/r/RelatedTo
book,read,3.261,/r/RelatedTo
book,reading,6.298,/r/RelatedTo
book,education,2.0,/r/UsedFor
book,entertainment,2.828,/r/UsedFor
book,learn,2.0,/r/UsedFor
book,learning,8.246,/r/UsedFor
book,study,2.0,/r/UsedFor
desk,library,2.0,/r/AtLocation
desk,table,7.9,/r/RelatedTo
desk,chair,2.847,/r/RelatedTo
desk,computer,3.834,/r/RelatedTo
desk,office,6.521,/r/RelatedTo
desk,school,3.259,/r/RelatedTo
desk,study,2.058,/r/RelatedTo
desk,surface,3.912,/r/RelatedTo
desk,work,2.0,/r/UsedFor
desk,writing,5.263,/r/RelatedTo
desk,write,2.0,/r/UsedFor
library,school,4.0,/r/AtLocation
library,building,3.574,/r/RelatedTo
library,place,2.826,/r/RelatedTo
library,room,2.0,/r/IsA
library,collection,2.0,/r/IsA
library,house,2.0,/r/PartOf
library,book,5.0,/r/RelatedTo
library,reading,2.828,/r/UsedFor
store,shop,2.0,/r/Synonym
table,house,2.0,/r/AtLocation
table,kitchen,3.772,/r/RelatedTo
table,library,2.0,/r/AtLocation
table,room,2.612,/r/RelatedTo
table,wood,2.0,/r/MadeOf
table,chair,3.202,/r/RelatedTo
table,desk,3.628,/r/RelatedTo
table,eat,2.726,/r/RelatedTo
table,eating,5.845,/r/RelatedTo
table,place,2.069,/r/RelatedTo
table,surface,4.157,/r/RelatedTo
table,board,2.0,/r/Synonym
table,read,2.828,/r/UsedFor
box,closet,3.464,/r/AtLocation
box,sport,2.0,/r/HasContext
box,container,8.451,/r/RelatedTo
box,blow,2.0,/r/IsA
box,area,2.0,/r/IsA
box,seat,2.0,/r/UsedFor
box,shrub,2.0,/r/IsA
box,hit,2.0,/r/MannerOf
box,fight,2.0,/r/MannerOf
box,hold,2.0,/r/UsedFor
bread,store,4.0,/r/AtLocation
bread,supermarket,4.0,/r/AtLocation
bread,cooking,2.0,/r/HasContext
bread,cover,2.0,/r/MannerOf
bread,food,7.729,/r/RelatedTo
bread,white,2.568,/r/RelatedTo
bread,eating,5.657,/r/UsedFor
cake,party,4.135,/r/RelatedTo
cake,bread,4.011,/r/RelatedTo
cake,eating,3.464,/r/UsedFor
cake,food,10.666,/r/RelatedTo
cake,good,3.647,/r/RelatedTo
cake,lie,3.462,/r/RelatedTo
cake,round,5.236,/r/RelatedTo
cake,coat,2.0,/r/Synonym
party,law,2.0,/r/HasContext
party,organization,2.0,/r/IsA
party,set,2.0,/r/IsA
party,person,2.0,/r/IsA
party,cake,3.091,/r/RelatedTo
party,dancing,2.224,/r/RelatedTo
party,fun,8.354,/r/RelatedTo
party,group,3.444,/r/RelatedTo
party,music,2.22,/r/RelatedTo
party,people,4.829,/r/RelatedTo
party,time,2.618,/r/RelatedTo
car,city,7.483,/r/AtLocation
car,seat,2.828,/r/HasA
car,heavy,2.828,/r/HasProperty
car,machine,2.0,/r/IsA
car,fun,2.828,/r/UsedFor
car,drive,2.0,/r/UsedFor
car,transport,2.0,/r/UsedFor
chair,church,2.828,/r/AtLocation
chair,desk,6.633,/r/AtLocation
chair,floor,2.0,/r/AtLocation
chair,kitchen,2.828,/r/AtLocation
chair,office,8.485,/r/AtLocation
chair,room,2.828,/r/AtLocation
chair,seat,2.0,/r/UsedFor
chair,table,4.235,/r/RelatedTo
chair,head,2.0,/r/MannerOf
chair,place,2.229,/r/RelatedTo
chair,people,2.0,/r/UsedFor
floor,bed,6.325,/r/AtLocation
floor,closet,4.0,/r/AtLocation
floor,desk,4.899,/r/AtLocation
floor,house,3.011,/r/RelatedTo
floor,room,3.908,/r/RelatedTo
floor,table,6.928,/r/AtLocation
floor,structure,2.0,/r/IsA
floor,right,2.0,/r/IsA
floor,control,2.0,/r/IsA
floor,land,2.0,/r/IsA
floor,surface,4.548,/r/RelatedTo
floor,building,2.0,/r/PartOf
floor,ground,7.786,/r/RelatedTo
floor,wood,2.7,/r/RelatedTo
floor,walk,6.325,/r/UsedFor
home,city,3.464,/r/AtLocation
home,sport,2.0,/r/HasContext
home,beginning,2.0,/r/IsA
home,return,2.0,/r/MannerOf
home,house,8.984,/r/RelatedTo
home,building,4.228,/r/RelatedTo
home,family,2.0,/r/Synonym
home,live,5.436,/r/RelatedTo
home,place,6.903,/r/RelatedTo
home,base,2.0,/r/Synonym
church,city,4.472,/r/AtLocation
church,building,4.368,/r/RelatedTo
church,body,2.0,/r/IsA
church,religion,2.675,/r/RelatedTo
church,house,2.149,/r/RelatedTo
church,place,3.247,/r/RelatedTo
kitchen,room,2.0,/r/IsA
kitchen,cook,2.0,/r/UsedFor
office,city,2.0,/r/AtLocation
office,work,4.0,/r/UsedFor
office,government,2.0,/r/HasContext
office,state,2.0,/r/IsA
office,building,3.322,/r/RelatedTo
office,place,4.466,/r/RelatedTo
office,room,3.73,/r/RelatedTo
office,position,2.0,/r/Synonym
office,agency,2.0,/r/Synonym
change,jar,3.464,/r/AtLocation
change,change,2.0,/r/Causes
change,action,2.0,/r/IsA
change,clothing,2.0,/r/IsA
change,coin,2.0,/r/IsA
change,dress,2.0,/r/MannerOf
change,money,5.291,/r/RelatedTo
change,transfer,2.0,/r/Synonym
jar,container,2.727,/r/RelatedTo
jar,vessel,2.0,/r/IsA
jar,put,2.0,/r/MannerOf
jar,move,2.0,/r/MannerOf
jar,hold,2.0,/r/UsedFor
jar,jar,2.0,/r/UsedFor
check,bank,2.0,/r/AtLocation
check,move,2.0,/r/MannerOf
check,card_game,2.0,/r/HasContext
check,bill,2.0,/r/IsA
check,change,2.0,/r/MannerOf
check,stop,2.0,/r/MannerOf
check,attack,2.0,/r/MannerOf
check,draw,2.0,/r/MannerOf
check,see,2.0,/r/Synonym
check,control,2.0,/r/Synonym
check,match,2.0,/r/Synonym
chicken,plate,2.0,/r/AtLocation
chicken,food,6.887,/r/RelatedTo
chicken,chicken,2.0,/r/PartOf
chicken,animal,7.6,/r/RelatedTo
chicken,bird,10.768,/r/RelatedTo
chicken,eating,3.394,/r/RelatedTo
chicken,farm,7.103,/r/RelatedTo
chicken,white,3.543,/r/RelatedTo
plate,kitchen,3.298,/r/RelatedTo
plate,table,4.995,/r/RelatedTo
plate,bowl,5.642,/r/RelatedTo
plate,dish,11.478,/r/RelatedTo
plate,structure,2.0,/r/PartOf
plate,coat,2.0,/r/MannerOf
plate,tube,2.0,/r/PartOf
plate,baseball,2.744,/r/RelatedTo
plate,china,5.484,/r/RelatedTo
plate,container,2.262,/r/RelatedTo
plate,eat,5.219,/r/RelatedTo
plate,eating,9.978,/r/RelatedTo
plate,food,10.12,/r/RelatedTo
plate,home,2.619,/r/RelatedTo
plate,round,9.104,/r/RelatedTo
plate,surface,4.158,/r/RelatedTo
child,school,6.633,/r/AtLocation
child,learn,4.0,/r/Desires
child,person,4.758,/r/RelatedTo
child,human,4.511,/r/RelatedTo
child,young,5.325,/r/RelatedTo
germany,country,4.0,/r/IsA
germany,europe,2.0,/r/PartOf
state,country,2.0,/r/Synonym
state,government,2.0,/r/IsA
class,school,8.396,/r/RelatedTo
class,biology,2.0,/r/HasContext
class,collection,2.0,/r/IsA
class,people,2.0,/r/IsA
class,group,6.172,/r/RelatedTo
class,learning,3.172,/r/RelatedTo
class,room,5.577,/r/RelatedTo
class,student,3.657,/r/RelatedTo
clothing,closet,10.0,/r/AtLocation
clothing,house,4.472,/r/AtLocation
clothing,shop,2.0,/r/AtLocation
clothing,store,2.0,/r/AtLocation
clothing,covering,2.0,/r/IsA
shop,buying,4.0,/r/HasSubevent
shop,store,2.0,/r/IsA
coat,closet,10.392,/r/AtLocation
coat,garment,3.493,/r/RelatedTo
coat,hair,2.0,/r/IsA
coat,dress,2.0,/r/MannerOf
coat,cover,2.0,/r/MannerOf
coat,clothing,5.032,/r/RelatedTo
coat,cold,2.044,/r/RelatedTo
coin,bank,2.828,/r/AtLocation
coin,ground,2.0,/r/AtLocation
coin,change,2.781,/r/RelatedTo
coin,money,5.396,/r/RelatedTo
coin,round,2.775,/r/RelatedTo
computer,building,4.472,/r/AtLocation
computer,house,8.0,/r/AtLocation
computer,library,4.0,/r/AtLocation
computer,office,4.899,/r/AtLocation
computer,school,6.633,/r/AtLocation
computer,table,4.899,/r/AtLocation
computer,computer_science,2.0,/r/HasContext
computer,machine,2.0,/r/IsA
computer,work,2.0,/r/UsedFor
computer,worker,2.0,/r/RelatedTo
computer,communication,7.483,/r/UsedFor
computer,computer,2.828,/r/UsedFor
computer,entertainment,2.0,/r/UsedFor
computer,learn,2.0,/r/UsedFor
computer,writing,2.0,/r/UsedFor
computer,process,2.0,/r/UsedFor
building,structure,2.0,/r/IsA
cook,kitchen,2.0,/r/AtLocation
cook,cook,2.0,/r/Entails
cook,cooking,2.0,/r/HasContext
cook,skilled_worker,2.0,/r/IsA
cook,change,2.0,/r/MannerOf
cook,eat,2.828,/r/MotivatedByGoal
death,war,5.657,/r/AtLocation
death,change,2.0,/r/IsA
death,state,2.0,/r/IsA
death,end,2.0,/r/Synonym
death,die,2.0,/r/RelatedTo
dish,kitchen,3.464,/r/AtLocation
dish,table,4.0,/r/AtLocation
dish,plate,2.0,/r/IsA
dish,container,2.0,/r/IsA
dish,form,2.0,/r/MannerOf
dish,dish,2.0,/r/RelatedTo
dish,food,2.0,/r/RelatedTo
dish,cooking,2.0,/r/UsedFor
dish,eating,2.0,/r/UsedFor
dish,air,2.0,/r/UsedFor
dish,hold,2.0,/r/UsedFor
door,building,2.398,/r/RelatedTo
door,office,2.0,/r/AtLocation
door,room,4.473,/r/RelatedTo
door,wall,4.202,/r/RelatedTo
door,open,3.648,/r/RelatedTo
door,window,2.592,/r/RelatedTo
door,handle,3.498,/r/RelatedTo
door,structure,2.0,/r/IsA
door,house,7.036,/r/RelatedTo
door,wood,3.015,/r/RelatedTo
wall,building,2.0,/r/PartOf
wall,house,3.464,/r/PartOf
wall,room,2.0,/r/PartOf
wall,anatomy,2.0,/r/HasContext
wall,object,2.0,/r/IsA
wall,structure,2.0,/r/PartOf
earth,tree,2.828,/r/AtLocation
earth,word,3.464,/r/IsA
earth,material,2.0,/r/IsA
earth,ground,2.0,/r/Synonym
earth,round,2.139,/r/RelatedTo
earth,sun,2.0,/r/RelatedTo
earth,earth,2.0,/r/Synonym
earth,land,2.0,/r/Synonym
entertainment,show,2.0,/r/AtLocation
show,television,2.828,/r/AtLocation
show,see,2.0,/r/Causes
