source,target,weight,relation
fundamental_quantity.n.01,measure.n.02,1.0,hypernym
fundamental_quantity.n.01,temperature.n.01,1.0,hyponym
fundamental_quantity.n.01,time_period.n.01,1.0,hyponym
fundamental_quantity.n.01,mass.n.01,1.0,hyponym
fundamental_quantity.n.01,length.n.01,1.0,hyponym
edition.n.02,group.n.01,1.0,hypernym
glop.n.01,matter.n.03,1.0,hypernym
power.n.05,causal_agent.n.01,1.0,hypernym
limit.n.06,indefinite_quantity.n.01,1.0,hypernym
supply.n.01,indefinite_quantity.n.01,1.0,hypernym
period.n.02,time_interval.n.01,1.0,hypernym
social_group.n.01,group.n.01,1.0,hypernym
horizontality.n.01,position.n.07,1.0,hypernym
trait.n.01,attribute.n.02,1.0,hypernym
trait.n.01,personality.n.01,1.0,holonym
pause.n.01,time_interval.n.01,1.0,hypernym
hoodoo.n.04,object.n.01,1.0,hypernym
position.n.07,relation.n.01,1.0,hypernym
position.n.07,occlusion.n.03,1.0,hyponym
position.n.07,slot.n.01,1.0,hyponym
position.n.07,direction.n.02,1.0,hyponym
position.n.07,angular_position.n.01,1.0,hyponym
position.n.07,room.n.02,1.0,hyponym
position.n.07,posteriority.n.01,1.0,hyponym
position.n.07,tilt.n.04,1.0,hyponym
position.n.07,gradient.n.02,1.0,hyponym
position.n.07,centrality.n.01,1.0,hyponym
position.n.07,outwardness.n.02,1.0,hyponym
position.n.07,marginality.n.01,1.0,hyponym
position.n.07,horizontality.n.01,1.0,hyponym
position.n.07,point_of_view.n.02,1.0,hyponym
position.n.07,dead_center.n.01,1.0,hyponym
position.n.07,southernness.n.01,1.0,hyponym
position.n.07,inwardness.n.03,1.0,hyponym
position.n.07,malposition.n.01,1.0,hyponym
position.n.07,placement.n.01,1.0,hyponym
position.n.07,verticality.n.01,1.0,hyponym
position.n.07,coincidence.n.02,1.0,hyponym
position.n.07,northernness.n.01,1.0,hyponym
position.n.07,anteriority.n.01,1.0,hyponym
contradictoriness.n.01,opposition.n.02,1.0,hypernym
diagonal.n.04,set.n.02,1.0,hypernym
parentage.n.02,kinship.n.02,1.0,hypernym
je_ne_sais_quoi.n.01,object.n.01,1.0,hypernym
liabilities.n.01,possession.n.02,1.0,hypernym
nature.n.02,causal_agent.n.01,1.0,hypernym
commemorative.n.01,object.n.01,1.0,hypernym
jimdandy.n.02,thing.n.08,1.0,hypernym
language.n.01,communication.n.02,1.0,hypernym
value.n.03,measure.n.02,1.0,hypernym
value.n.03,premium.n.02,1.0,hyponym
value.n.03,mess_of_pottage.n.01,1.0,hyponym
exceedance.n.01,probability.n.01,1.0,hypernym
property.n.02,attribute.n.02,1.0,hypernym
severalty.n.02,ownership.n.01,1.0,hypernym
actinoid.n.01,group.n.01,1.0,hypernym
world.n.08,group.n.01,1.0,hypernym
subject.n.02,thing.n.12,1.0,hypernym
motivation.n.01,psychological_feature.n.01,1.0,hypernym
phenomenon.n.01,process.n.06,1.0,hypernym
gradient.n.02,position.n.07,1.0,hypernym
slot.n.01,position.n.07,1.0,hypernym
iteration.n.02,process.n.06,1.0,hypernym
shape.n.02,attribute.n.02,1.0,hypernym
contagion.n.03,communication.n.02,1.0,hypernym
quality.n.01,attribute.n.02,1.0,hypernym
linkage.n.01,connection.n.01,1.0,hypernym
toxicity.n.01,definite_quantity.n.01,1.0,hypernym
industrial_process.n.01,process.n.06,1.0,hypernym
malposition.n.01,position.n.07,1.0,hypernym
night.n.04,time_unit.n.01,1.0,hypernym
vegetable_matter.n.01,matter.n.03,1.0,hypernym
matter.n.03,physical_entity.n.01,1.0,hypernym
matter.n.03,glop.n.01,1.0,hyponym
matter.n.03,emanation.n.01,1.0,hyponym
matter.n.03,sediment.n.01,1.0,hyponym
matter.n.03,residue.n.01,1.0,hyponym
matter.n.03,substance.n.07,1.0,hyponym
matter.n.03,vegetable_matter.n.01,1.0,hyponym
matter.n.03,ylem.n.01,1.0,hyponym
matter.n.03,solute.n.01,1.0,hyponym
matter.n.03,solid.n.01,1.0,hyponym
matter.n.03,substance.n.01,1.0,hyponym
matter.n.03,antimatter.n.01,1.0,hyponym
matter.n.03,fluid.n.02,1.0,hyponym
matter.n.03,system.n.03,1.0,hyponym
matter.n.03,sludge.n.02,1.0,hyponym
matter.n.03,dark_matter.n.01,1.0,hyponym
implication.n.04,logical_relation.n.01,1.0,hypernym
change.n.02,relation.n.01,1.0,hypernym
change.n.02,difference.n.04,1.0,hyponym
change.n.02,gradient.n.01,1.0,hyponym
arrangement.n.02,group.n.01,1.0,hypernym
interval.n.02,set.n.02,1.0,hypernym
interval.n.02,closed_interval.n.01,1.0,hyponym
interval.n.02,sub-interval.n.01,1.0,hyponym
interval.n.02,open_interval.n.01,1.0,hyponym
vital_principle.n.01,causal_agent.n.01,1.0,hypernym
distance.n.05,time_interval.n.01,1.0,hypernym
millisecond.n.01,time_unit.n.01,1.0,hypernym
millisecond.n.01,microsecond.n.01,1.0,meronym
millisecond.n.01,second.n.01,1.0,holonym
polarity.n.02,opposition.n.02,1.0,hypernym
chlorinity.n.01,definite_quantity.n.01,1.0,hypernym
worth.n.01,indefinite_quantity.n.01,1.0,hypernym
relationship.n.01,relation.n.01,1.0,hypernym
relationship.n.01,partnership.n.02,1.0,hyponym
relationship.n.01,personal_relation.n.01,1.0,hyponym
solid.n.01,matter.n.03,1.0,hypernym
personality.n.01,attribute.n.02,1.0,hypernym
personality.n.01,trait.n.01,1.0,meronym
personality.n.01,person.n.01,1.0,holonym
relations.n.01,social_relation.n.01,1.0,hypernym
affinity.n.03,kinship.n.02,1.0,hypernym
iteration.n.01,process.n.06,1.0,hypernym
conditional_probability.n.01,probability.n.01,1.0,hypernym
mean_time.n.01,time_unit.n.01,1.0,hypernym
dark_matter.n.01,matter.n.03,1.0,hypernym
auditory_communication.n.01,communication.n.02,1.0,hypernym
ullage.n.01,indefinite_quantity.n.01,1.0,hypernym
synchronism.n.01,temporal_relation.n.01,1.0,hypernym
partnership.n.02,relationship.n.01,1.0,hypernym
decrease.n.02,process.n.06,1.0,hypernym
marital_relationship.n.01,kinship.n.02,1.0,hypernym
engine.n.02,causal_agent.n.01,1.0,hypernym
midterm.n.01,point.n.06,1.0,hypernym
scale.n.02,magnitude_relation.n.01,1.0,hypernym
antipode.n.01,opposition.n.02,1.0,hypernym
sympathy.n.03,affinity.n.04,1.0,hypernym
photography.n.02,process.n.06,1.0,hypernym
relevance.n.01,connection.n.01,1.0,hypernym
communication.n.02,abstraction.n.06,1.0,hypernym
communication.n.02,indication.n.01,1.0,hyponym
communication.n.02,language.n.01,1.0,hyponym
communication.n.02,message.n.02,1.0,hyponym
communication.n.02,voice.n.06,1.0,hyponym
communication.n.02,publication.n.03,1.0,hyponym
communication.n.02,signal.n.01,1.0,hyponym
communication.n.02,written_communication.n.01,1.0,hyponym
communication.n.02,psychic_communication.n.01,1.0,hyponym
communication.n.02,didacticism.n.01,1.0,hyponym
communication.n.02,expressive_style.n.01,1.0,hyponym
communication.n.02,display.n.05,1.0,hyponym
communication.n.02,document.n.03,1.0,hyponym
communication.n.02,voice.n.02,1.0,hyponym
communication.n.02,visual_communication.n.01,1.0,hyponym
communication.n.02,message.n.01,1.0,hyponym
communication.n.02,sign.n.02,1.0,hyponym
communication.n.02,auditory_communication.n.01,1.0,hyponym
communication.n.02,paralanguage.n.01,1.0,hyponym
communication.n.02,contagion.n.03,1.0,hyponym
abstraction.n.06,entity.n.01,1.0,hypernym
abstraction.n.06,set.n.02,1.0,hyponym
abstraction.n.06,relation.n.01,1.0,hyponym
abstraction.n.06,measure.n.02,1.0,hyponym
abstraction.n.06,communication.n.02,1.0,hyponym
abstraction.n.06,attribute.n.02,1.0,hyponym
abstraction.n.06,psychological_feature.n.01,1.0,hyponym
abstraction.n.06,otherworld.n.01,1.0,hyponym
abstraction.n.06,group.n.01,1.0,hyponym
spillage.n.01,indefinite_quantity.n.01,1.0,hypernym
cross_section.n.03,probability.n.01,1.0,hypernym
null_space.n.01,mathematical_space.n.01,1.0,hypernym
time_constant.n.01,time_interval.n.01,1.0,hypernym
ethos.n.01,attribute.n.02,1.0,hypernym
physical_entity.n.01,entity.n.01,1.0,hypernym
physical_entity.n.01,matter.n.03,1.0,hyponym
physical_entity.n.01,object.n.01,1.0,hyponym
physical_entity.n.01,process.n.06,1.0,hyponym
physical_entity.n.01,thing.n.12,1.0,hyponym
physical_entity.n.01,causal_agent.n.01,1.0,hyponym
physical_entity.n.01,substance.n.04,1.0,hyponym
land.n.04,object.n.01,1.0,hypernym
contradiction.n.01,opposition.n.02,1.0,hypernym
term.n.06,point.n.06,1.0,hypernym
date.n.04,point.n.06,1.0,hypernym
ethnic_group.n.01,group.n.01,1.0,hypernym
people.n.01,group.n.01,1.0,hypernym
sensitization.n.02,process.n.06,1.0,hypernym
citizenry.n.01,group.n.01,1.0,hypernym
detail.n.02,part.n.01,1.0,hypernym
risk.n.04,probability.n.01,1.0,hypernym
alliance.n.02,connection.n.01,1.0,hypernym
joint_probability.n.01,probability.n.01,1.0,hypernym
proprietorship.n.01,ownership.n.01,1.0,hypernym
function.n.01,mathematical_relation.n.01,1.0,hypernym
access_time.n.01,time_interval.n.01,1.0,hypernym
access_time.n.01,seek_time.n.01,1.0,meronym
access_time.n.01,rotational_latency.n.01,1.0,meronym
dealignment.n.01,process.n.06,1.0,hypernym
load.n.02,indefinite_quantity.n.01,1.0,hypernym
coincidence.n.02,position.n.07,1.0,hypernym
gradient.n.01,change.n.02,1.0,hypernym
association.n.08,group.n.01,1.0,hypernym
scalar_field.n.01,field.n.10,1.0,hypernym
antithesis.n.01,opposition.n.02,1.0,hypernym
temperature.n.01,fundamental_quantity.n.01,1.0,hypernym
femtosecond.n.01,time_unit.n.01,1.0,hypernym
femtosecond.n.01,attosecond.n.01,1.0,meronym
femtosecond.n.01,picosecond.n.01,1.0,holonym
closed_interval.n.01,interval.n.02,1.0,hypernym
remainder.n.01,part.n.01,1.0,hypernym
then.n.01,point.n.06,1.0,hypernym
bell.n.04,time_unit.n.01,1.0,hypernym
danger.n.03,causal_agent.n.01,1.0,hypernym
inessential.n.01,thing.n.12,1.0,hypernym
state.n.02,attribute.n.02,1.0,hypernym
spoilage.n.01,indefinite_quantity.n.01,1.0,hypernym
kingdom.n.06,group.n.01,1.0,hypernym
supernatural.n.01,causal_agent.n.01,1.0,hypernym
supernatural.n.01,theurgy.n.01,1.0,meronym
supernatural.n.01,destiny.n.02,1.0,meronym
association.n.06,relation.n.01,1.0,hypernym
angular_position.n.01,position.n.07,1.0,hypernym
variable.n.01,thing.n.12,1.0,hypernym
number.n.02,definite_quantity.n.01,1.0,hypernym
charm.n.03,object.n.01,1.0,hypernym
growth.n.07,object.n.01,1.0,hypernym
causal_agent.n.01,physical_entity.n.01,1.0,hypernym
causal_agent.n.01,nature.n.02,1.0,hyponym
causal_agent.n.01,agent.n.03,1.0,hyponym
causal_agent.n.01,agent.n.01,1.0,hyponym
causal_agent.n.01,danger.n.03,1.0,hyponym
causal_agent.n.01,vital_principle.n.01,1.0,hyponym
causal_agent.n.01,operator.n.02,1.0,hyponym
causal_agent.n.01,supernatural.n.01,1.0,hyponym
causal_agent.n.01,catalyst.n.02,1.0,hyponym
causal_agent.n.01,destiny.n.02,1.0,hyponym
causal_agent.n.01,cause_of_death.n.01,1.0,hyponym
causal_agent.n.01,person.n.01,1.0,hyponym
causal_agent.n.01,first_cause.n.01,1.0,hyponym
causal_agent.n.01,theurgy.n.01,1.0,hyponym
causal_agent.n.01,power.n.05,1.0,hyponym
causal_agent.n.01,engine.n.02,1.0,hyponym
causal_agent.n.01,deus_ex_machina.n.01,1.0,hyponym
bag.n.02,indefinite_quantity.n.01,1.0,hypernym
voice.n.02,communication.n.02,1.0,hypernym
land.n.02,object.n.01,1.0,hypernym
solubility.n.01,definite_quantity.n.01,1.0,hypernym
reciprocal.n.01,reciprocality.n.01,1.0,hypernym
change.n.06,thing.n.08,1.0,hypernym
ream.n.02,definite_quantity.n.01,1.0,hypernym
ream.n.02,quire.n.01,1.0,meronym
display.n.05,communication.n.02,1.0,hypernym
psychic_communication.n.01,communication.n.02,1.0,hypernym
film.n.04,object.n.01,1.0,hypernym
irrelevance.n.01,unconnectedness.n.01,1.0,hypernym
unit_of_measurement.n.01,definite_quantity.n.01,1.0,hypernym
reversible_process.n.01,process.n.06,1.0,hypernym
agent.n.01,causal_agent.n.01,1.0,hypernym
descent.n.04,kinship.n.02,1.0,hypernym
inheritance.n.04,attribute.n.02,1.0,hypernym
psychodynamics.n.01,interrelation.n.01,1.0,hypernym
indication.n.01,communication.n.02,1.0,hypernym
control.n.02,relation.n.01,1.0,hypernym
item.n.01,part.n.01,1.0,hypernym
web.n.01,object.n.01,1.0,hypernym
freshener.n.01,thing.n.08,1.0,hypernym
reserve.n.04,indefinite_quantity.n.01,1.0,hypernym
increase.n.03,process.n.06,1.0,hypernym
varna.n.02,group.n.01,1.0,hypernym
property.n.01,possession.n.02,1.0,hypernym
head.n.17,object.n.01,1.0,hypernym
subgroup.n.01,group.n.01,1.0,hypernym
assets.n.01,possession.n.02,1.0,hypernym
motherhood.n.01,kinship.n.02,1.0,hypernym
message.n.02,communication.n.02,1.0,hypernym
measure.n.02,abstraction.n.06,1.0,hypernym
measure.n.02,volume.n.05,1.0,hyponym
measure.n.02,probability.n.01,1.0,hyponym
measure.n.02,proof.n.03,1.0,hyponym
measure.n.02,time_unit.n.01,1.0,hyponym
measure.n.02,indefinite_quantity.n.01,1.0,hyponym
measure.n.02,time_interval.n.01,1.0,hyponym
measure.n.02,magnetization.n.01,1.0,hyponym
measure.n.02,octane_number.n.01,1.0,hyponym
measure.n.02,volume.n.01,1.0,hyponym
measure.n.02,definite_quantity.n.01,1.0,hyponym
measure.n.02,radical.n.04,1.0,hyponym
measure.n.02,quantum.n.02,1.0,hyponym
measure.n.02,cordage.n.01,1.0,hyponym
measure.n.02,fundamental_quantity.n.01,1.0,hyponym
measure.n.02,point.n.06,1.0,hyponym
measure.n.02,value.n.03,1.0,hyponym
measure.n.02,playing_period.n.01,1.0,hyponym
measure.n.02,relative_quantity.n.01,1.0,hyponym
measure.n.02,system_of_measurement.n.01,1.0,hyponym
white_elephant.n.01,possession.n.02,1.0,hypernym
footstep.n.03,indefinite_quantity.n.01,1.0,hypernym
quasiparticle.n.01,quantum.n.02,1.0,hypernym
time_slot.n.01,time_interval.n.01,1.0,hypernym
reverse.n.01,opposition.n.02,1.0,hypernym
premium.n.02,value.n.03,1.0,hypernym
property.n.05,object.n.01,1.0,hypernym
event.n.01,psychological_feature.n.01,1.0,hypernym
processing.n.01,process.n.06,1.0,hypernym
stinker.n.02,thing.n.08,1.0,hypernym
chemistry.n.03,social_relation.n.01,1.0,hypernym
brotherhood.n.01,kinship.n.02,1.0,hypernym
output.n.04,indefinite_quantity.n.01,1.0,hypernym
parity.n.02,mathematical_relation.n.01,1.0,hypernym
transferred_property.n.01,possession.n.02,1.0,hypernym
mutuality.n.01,reciprocality.n.01,1.0,hypernym
substance.n.04,physical_entity.n.01,1.0,hypernym
sediment.n.01,matter.n.03,1.0,hypernym
professional_relation.n.01,social_relation.n.01,1.0,hypernym
magnitude_relation.n.01,relation.n.01,1.0,hypernym
magnitude_relation.n.01,proportion.n.04,1.0,hyponym
magnitude_relation.n.01,scale.n.02,1.0,hyponym
magnitude_relation.n.01,ratio.n.01,1.0,hyponym
magnitude_relation.n.01,rate.n.01,1.0,hyponym
sainthood.n.01,group.n.01,1.0,hypernym
didacticism.n.01,communication.n.02,1.0,hypernym
solute.n.01,matter.n.03,1.0,hypernym
time_interval.n.01,measure.n.02,1.0,hypernym
time_interval.n.01,time_constant.n.01,1.0,hyponym
time_interval.n.01,rotational_latency.n.01,1.0,hyponym
time_interval.n.01,embolism.n.01,1.0,hyponym
time_interval.n.01,absence.n.03,1.0,hyponym
time_interval.n.01,float.n.01,1.0,hyponym
time_interval.n.01,lead_time.n.01,1.0,hyponym
time_interval.n.01,lunitidal_interval.n.01,1.0,hyponym
time_interval.n.01,pause.n.01,1.0,hyponym
time_interval.n.01,latent_period.n.02,1.0,hyponym
time_interval.n.01,eternity.n.03,1.0,hyponym
time_interval.n.01,distance.n.05,1.0,hyponym
time_interval.n.01,reaction_time.n.01,1.0,hyponym
time_interval.n.01,time_slot.n.01,1.0,hyponym
time_interval.n.01,interim.n.01,1.0,hyponym
time_interval.n.01,cycle.n.01,1.0,hyponym
time_interval.n.01,processing_time.n.01,1.0,hyponym
time_interval.n.01,seek_time.n.01,1.0,hyponym
time_interval.n.01,period.n.02,1.0,hyponym
time_interval.n.01,interlude.n.01,1.0,hyponym
time_interval.n.01,access_time.n.01,1.0,hyponym
bridge.n.03,connection.n.01,1.0,hypernym
image.n.07,set.n.02,1.0,hypernym
part.n.03,thing.n.12,1.0,hypernym
part.n.03,unit.n.05,1.0,holonym
intersection.n.03,set.n.02,1.0,hypernym
intersection.n.03,origin.n.04,1.0,hyponym
substance.n.01,matter.n.03,1.0,hypernym
substance.n.01,part.n.01,1.0,hypernym
shiner.n.02,object.n.01,1.0,hypernym
absence.n.03,time_interval.n.01,1.0,hypernym
flip_side.n.01,opposition.n.02,1.0,hypernym
agent.n.03,substance.n.07,1.0,hypernym
agent.n.03,causal_agent.n.01,1.0,hypernym
process.n.06,physical_entity.n.01,1.0,hypernym
process.n.06,human_process.n.01,1.0,hyponym
process.n.06,natural_process.n.01,1.0,hyponym
process.n.06,processing.n.01,1.0,hyponym
process.n.06,execution.n.03,1.0,hyponym
process.n.06,decrease.n.02,1.0,hyponym
process.n.06,development.n.02,1.0,hyponym
process.n.06,irreversible_process.n.01,1.0,hyponym
process.n.06,operation.n.08,1.0,hyponym
process.n.06,sensitization.n.02,1.0,hyponym
process.n.06,organic_process.n.01,1.0,hyponym
process.n.06,photography.n.02,1.0,hyponym
process.n.06,variation.n.07,1.0,hyponym
process.n.06,encapsulation.n.02,1.0,hyponym
process.n.06,dealignment.n.01,1.0,hyponym
process.n.06,economic_process.n.01,1.0,hyponym
process.n.06,iteration.n.02,1.0,hyponym
process.n.06,degeneration.n.01,1.0,hyponym
process.n.06,phenomenon.n.01,1.0,hyponym
process.n.06,increase.n.03,1.0,hyponym
process.n.06,shaping.n.01,1.0,hyponym
process.n.06,chelation.n.01,1.0,hyponym
process.n.06,reversible_process.n.01,1.0,hyponym
process.n.06,industrial_process.n.01,1.0,hyponym
process.n.06,iteration.n.01,1.0,hyponym
possession.n.02,relation.n.01,1.0,hypernym
possession.n.02,transferred_property.n.01,1.0,hyponym
possession.n.02,assets.n.01,1.0,hyponym
possession.n.02,circumstances.n.02,1.0,hyponym
possession.n.02,white_elephant.n.01,1.0,hyponym
possession.n.02,property.n.01,1.0,hyponym
possession.n.02,liabilities.n.01,1.0,hyponym
possession.n.02,treasure.n.03,1.0,hyponym
vagabond.n.01,object.n.01,1.0,hypernym
triviality.n.03,object.n.01,1.0,hypernym
security_blanket.n.01,thing.n.08,1.0,hypernym
thing.n.12,physical_entity.n.01,1.0,hypernym
thing.n.12,subject.n.02,1.0,hyponym
thing.n.12,unit.n.05,1.0,hyponym
thing.n.12,body_of_water.n.01,1.0,hyponym
thing.n.12,part.n.03,1.0,hyponym
thing.n.12,necessity.n.02,1.0,hyponym
thing.n.12,variable.n.01,1.0,hyponym
thing.n.12,reservoir.n.04,1.0,hyponym
thing.n.12,inessential.n.01,1.0,hyponym
octane_number.n.01,measure.n.02,1.0,hypernym
containerful.n.01,indefinite_quantity.n.01,1.0,hypernym
deus_ex_machina.n.01,causal_agent.n.01,1.0,hypernym
landholding.n.01,ownership.n.01,1.0,hypernym
mutual_opposition.n.01,opposition.n.02,1.0,hypernym
object.n.01,physical_entity.n.01,1.0,hypernym
object.n.01,ribbon.n.01,1.0,hyponym
object.n.01,land.n.04,1.0,hyponym
object.n.01,paring.n.02,1.0,hyponym
object.n.01,geological_formation.n.01,1.0,hyponym
object.n.01,vagabond.n.01,1.0,hyponym
object.n.01,snake.n.05,1.0,hyponym
object.n.01,fomite.n.01,1.0,hyponym
object.n.01,shiner.n.02,1.0,hyponym
object.n.01,draw.n.04,1.0,hyponym
object.n.01,discard.n.01,1.0,hyponym
object.n.01,growth.n.07,1.0,hyponym
object.n.01,floater.n.07,1.0,hyponym
object.n.01,land.n.02,1.0,hyponym
object.n.01,charm.n.03,1.0,hyponym
object.n.01,curio.n.01,1.0,hyponym
object.n.01,hoodoo.n.04,1.0,hyponym
object.n.01,location.n.01,1.0,hyponym
object.n.01,finding.n.03,1.0,hyponym
object.n.01,commemorative.n.01,1.0,hyponym
object.n.01,head.n.17,1.0,hyponym
object.n.01,catch.n.04,1.0,hyponym
object.n.01,keepsake.n.01,1.0,hyponym
object.n.01,property.n.05,1.0,hyponym
