Cues,Coverage,Unknown,R1missing,R2missing,R3missing
三轮车,0.563380281690141,0,0,0.0727272727272727,0.345454545454545
上,0.868613138686131,0,0,0.181818181818182,0.327272727272727
上下,0.77037037037037,0.0181818181818182,0.0181818181818182,0.2,0.327272727272727
上下文,0.646666666666667,0.0181818181818182,0,0.0909090909090909,0.181818181818182
上升,0.708029197080292,0.0181818181818182,0,0.181818181818182,0.327272727272727
上午,0.875,0,0,0.0545454545454545,0.181818181818182
上厕所,0.573426573426573,0.0181818181818182,0.0181818181818182,0.145454545454545,0.236363636363636
上司,0.81294964028777,0,0,0.145454545454545,0.327272727272727
上吊,0.680851063829787,0,0,0.163636363636364,0.272727272727273
上天,0.503448275862069,0,0,0.145454545454545,0.218181818181818
上学,0.916129032258065,0,0,0.0363636363636364,0.145454545454545
上市,0.746268656716418,0.0181818181818182,0,0.2,0.363636363636364
上帝,0.820143884892086,0,0,0.181818181818182,0.290909090909091
上床,0.736486486486487,0,0,0.0727272727272727,0.236363636363636
上海,0.47972972972973,0,0,0.127272727272727,0.181818181818182
上涨,0.802816901408451,0,0,0.127272727272727,0.290909090909091
上火,0.567375886524823,0,0,0.163636363636364,0.272727272727273
上班,0.864285714285714,0,0.0181818181818182,0.163636363636364,0.272727272727273
上瘾,0.76027397260274,0,0.0181818181818182,0.0909090909090909,0.236363636363636
上等,0.686131386861314,0.0181818181818182,0,0.218181818181818,0.290909090909091
上级,0.776223776223776,0.0545454545454545,0,0.145454545454545,0.254545454545455
上网,0.673333333333333,0.0181818181818182,0,0.0909090909090909,0.181818181818182
上衣,0.753521126760563,0,0,0.145454545454545,0.272727272727273
上课,0.771604938271605,0,0,0,0.0545454545454545
上进,0.807407407407407,0,0,0.236363636363636,0.309090909090909
上门,0.673913043478261,0,0,0.218181818181818,0.272727272727273
上面,0.844961240310077,0,0,0.254545454545455,0.4
下,0.829931972789116,0,0,0.109090909090909,0.218181818181818
下午,0.745098039215686,0,0,0.0363636363636364,0.181818181818182
下去,0.576642335766423,0,0,0.2,0.309090909090909
下属,0.717105263157895,0,0,0.0545454545454545,0.181818181818182
下巴,0.678571428571429,0,0.0181818181818182,0.163636363636364,0.272727272727273
下棋,0.683823529411765,0,0,0.236363636363636,0.290909090909091
下水道,0.74496644295302,0,0,0.109090909090909,0.181818181818182
下沉,0.735714285714286,0,0,0.145454545454545,0.309090909090909
下流,0.833333333333333,0,0.0181818181818182,0.181818181818182,0.290909090909091
下班,0.790849673202614,0,0,0.0727272727272727,0.145454545454545
下级,0.751724137931034,0.0545454545454545,0,0.163636363636364,0.2
下落,0.786885245901639,0,0,0.327272727272727,0.454545454545455
下蛋,0.767441860465116,0,0,0.236363636363636,0.418181818181818
下跌,0.83206106870229,0,0,0.236363636363636,0.381818181818182
下跪,0.602836879432624,0,0.0181818181818182,0.145454545454545,0.272727272727273
下载,0.713333333333333,0,0,0.0727272727272727,0.2
下降,0.778523489932886,0.0363636363636364,0.0181818181818182,0.0909090909090909,0.181818181818182
下陷,0.533333333333333,0.0545454545454545,0,0.163636363636364,0.381818181818182
下雨,0.618181818181818,0,0,0,0
下雨了,0.545454545454545,0,0,0.0909090909090909,0.309090909090909
下雨天,0.678321678321678,0,0.0181818181818182,0.127272727272727,0.254545454545455
下雪,0.695364238410596,0.0181818181818182,0.0363636363636364,0.0909090909090909,0.127272727272727
下面,0.696296296296296,0,0,0.2,0.345454545454545
不,0.875862068965517,0,0,0.163636363636364,0.2
不一,0.45985401459854,0.0909090909090909,0,0.181818181818182,0.327272727272727
不一定,0.772413793103448,0.0727272727272727,0,0.145454545454545,0.218181818181818
不一样,0.742647058823529,0,0,0.2,0.327272727272727
不下,0.366412213740458,0.127272727272727,0,0.218181818181818,0.4
不仁,0.393162393162393,0.0181818181818182,0,0.327272727272727,0.545454545454545
不休,0.413533834586466,0.0181818181818182,0.0181818181818182,0.181818181818182,0.381818181818182
不会,0.880281690140845,0.0181818181818182,0,0.145454545454545,0.272727272727273
不佳,0.848484848484849,0,0,0,0
不便,0.770491803278688,0.0181818181818182,0,0.327272727272727,0.454545454545455
不信,0.700787401574803,0.0363636363636364,0,0.290909090909091,0.4
不停,0.765217391304348,0.0363636363636364,0,0.4,0.509090909090909
不健康,0.719424460431655,0.0181818181818182,0,0.181818181818182,0.290909090909091
不公,0.775,0.0181818181818182,0,0.327272727272727,0.490909090909091
不公平,0.834586466165414,0.0181818181818182,0,0.236363636363636,0.345454545454545
不决,0.526315789473684,0.181818181818182,0,0.2,0.381818181818182
不准,0.682758620689655,0,0,0.0909090909090909,0.272727272727273
不准确,0.746575342465753,0.0181818181818182,0,0.109090909090909,0.236363636363636
不凡,0.645390070921986,0,0,0.145454545454545,0.290909090909091
不切实际,0.678571428571429,0,0,0.163636363636364,0.290909090909091
不利,0.754098360655738,0,0.0181818181818182,0.290909090909091,0.472727272727273
不动,0.536231884057971,0.0181818181818182,0.0181818181818182,0.181818181818182,0.290909090909091
不动产,0.816176470588235,0.0181818181818182,0,0.236363636363636,0.290909090909091
不及格,0.789115646258503,0,0.0909090909090909,0.0727272727272727,0.163636363636364
不变,0.678832116788321,0.0181818181818182,0,0.181818181818182,0.327272727272727
不可,0.632352941176471,0.0181818181818182,0.0545454545454545,0.163636363636364,0.309090909090909
不可以,0.75,0.0363636363636364,0.0181818181818182,0.218181818181818,0.363636363636364
不可侵犯,0.753521126760563,0.0363636363636364,0,0.145454545454545,0.272727272727273
不可思议,0.666666666666667,0,0.0545454545454545,0.272727272727273,0.381818181818182
不可描述,0.607692307692308,0,0.0363636363636364,0.236363636363636,0.363636363636364
不可置信,0.592356687898089,0,0,0.0181818181818182,0.127272727272727
不可能,0.7265625,0,0,0.272727272727273,0.4
不可避免,0.689655172413793,0,0.0181818181818182,0.127272727272727,0.218181818181818
不合,0.759124087591241,0.0545454545454545,0,0.2,0.309090909090909
不合理,0.718518518518519,0.0181818181818182,0,0.181818181818182,0.363636363636364
不同,0.805755395683453,0.0363636363636364,0.0181818181818182,0.163636363636364,0.290909090909091
不同意,0.748091603053435,0.0181818181818182,0,0.236363636363636,0.381818181818182
不和,0.75,0.0363636363636364,0,0.181818181818182,0.345454545454545
不喜欢,0.834586466165414,0.0181818181818182,0.0181818181818182,0.218181818181818,0.345454545454545
不在乎,0.65034965034965,0.0181818181818182,0.0181818181818182,0.127272727272727,0.254545454545455
不堪,0.531468531468531,0,0,0.127272727272727,0.272727272727273
不够,0.81021897810219,0,0,0.181818181818182,0.327272727272727
不好,0.75886524822695,0,0,0.163636363636364,0.272727272727273
不好吃,0.678321678321678,0,0,0.109090909090909,0.290909090909091
不好意思,0.840909090909091,0,0.0181818181818182,0.2,0.381818181818182
不好的,0.786259541984733,0,0,0.254545454545455,0.363636363636364
不好看,0.73972602739726,0,0,0.0909090909090909,0.254545454545455
不如,0.688,0,0.0181818181818182,0.254545454545455,0.454545454545455
不存在,0.755725190839695,0,0,0.236363636363636,0.381818181818182
不安,0.759124087591241,0.0727272727272727,0.0181818181818182,0.145454545454545,0.345454545454545
不安全,0.727891156462585,0,0,0.127272727272727,0.2
不完整,0.787671232876712,0.0363636363636364,0,0.109090909090909,0.236363636363636
不定,0.672727272727273,0,0,0,0
不客气,0.775862068965517,0,0,0.345454545454545,0.545454545454545
不对,0.8,0.0181818181818182,0,0.236363636363636,0.4
不屈,0.536231884057971,0.0363636363636364,0,0.181818181818182,0.309090909090909
不屑,0.426470588235294,0.0181818181818182,0,0.127272727272727,0.4
不平,0.507936507936508,0,0,0.290909090909091,0.418181818181818
不平等,0.804347826086957,0,0,0.218181818181818,0.272727272727273
不平衡,0.589403973509934,0.0181818181818182,0,0.0909090909090909,0.163636363636364
不幸,0.77536231884058,0,0,0.181818181818182,0.309090909090909
不开心,0.82312925170068,0.0181818181818182,0,0.109090909090909,0.218181818181818
不得,0.588709677419355,0.0545454545454545,0.0181818181818182,0.290909090909091,0.436363636363636
不得不,0.762589928057554,0.0363636363636364,0.0181818181818182,0.181818181818182,0.272727272727273
不得了,0.618320610687023,0,0.0181818181818182,0.2,0.4
不得已,0.508064516129032,0.0181818181818182,0,0.309090909090909,0.436363636363636
不快,0.778688524590164,0.0181818181818182,0,0.327272727272727,0.454545454545455
不情愿,0.676470588235294,0,0.0181818181818182,0.218181818181818,0.290909090909091
不想,0.883211678832117,0,0,0.181818181818182,0.327272727272727
不愉快,0.809859154929577,0,0,0.163636363636364,0.254545454545455
不愿意,0.812080536912752,0,0,0.0909090909090909,0.2
不懂,0.6796875,0.0181818181818182,0,0.254545454545455,0.418181818181818
不懈,0.864661654135338,0,0,0.236363636363636,0.345454545454545
不成,0.703125,0.0727272727272727,0,0.218181818181818,0.454545454545455
不断,0.659090909090909,0,0,0.236363636363636,0.363636363636364
不方便,0.753968253968254,0,0,0.290909090909091,0.418181818181818
不明,0.643939393939394,0,0,0.2,0.4
不明白,0.703703703703704,0,0,0.145454545454545,0.4
不易,0.739130434782609,0.0363636363636364,0.0363636363636364,0.163636363636364,0.290909090909091
不是,0.75,0,0.0181818181818182,0.272727272727273,0.381818181818182
不是我,0.560344827586207,0.0363636363636364,0.0181818181818182,0.363636363636364,0.509090909090909
不服,0.6171875,0,0,0.236363636363636,0.436363636363636
不正,0.583941605839416,0.0545454545454545,0,0.2,0.309090909090909
不正常,0.760330578512397,0.0363636363636364,0.0181818181818182,0.345454545454545,0.436363636363636
不正确,0.823529411764706,0,0,0.0181818181818182,0.2
不法,0.768115942028985,0,0,0.145454545454545,0.345454545454545
不清,0.442748091603053,0,0,0.236363636363636,0.381818181818182
不满,0.779527559055118,0.0181818181818182,0,0.254545454545455,0.436363636363636
不满意,0.671428571428571,0.0363636363636364,0.0181818181818182,0.145454545454545,0.290909090909091
不然,0.688888888888889,0,0,0.181818181818182,0.363636363636364
不熟,0.645390070921986,0.0727272727272727,0,0.163636363636364,0.272727272727273
不爽,0.777777777777778,0,0,0.163636363636364,0.218181818181818
不理智,0.818181818181818,0,0.0181818181818182,0.181818181818182,0.2
不理解,0.801470588235294,0.0545454545454545,0,0.218181818181818,0.309090909090909
不甘,0.654676258992806,0,0,0.181818181818182,0.290909090909091
不用,0.803149606299213,0.0181818181818182,0,0.254545454545455,0.436363636363636
不用谢,0.874074074074074,0,0,0.2,0.345454545454545
不真实,0.872340425531915,0,0,0.163636363636364,0.272727272727273
不知所措,0.563492063492063,0,0,0.290909090909091,0.418181818181818
不知道,0.626865671641791,0,0,0.2,0.363636363636364
不确定,0.753731343283582,0.0181818181818182,0,0.236363636363636,0.327272727272727
不礼貌,0.738255033557047,0.0363636363636364,0,0.0727272727272727,0.218181818181818
不祥,0.526315789473684,0,0,0.218181818181818,0.363636363636364
不符,0.669421487603306,0,0,0.290909090909091,0.509090909090909
不管,0.652542372881356,0,0,0.381818181818182,0.472727272727273
不耐烦,0.765151515151515,0.0545454545454545,0.0181818181818182,0.236363636363636,0.345454545454545
不能,0.835820895522388,0.0181818181818182,0.0181818181818182,0.218181818181818,0.327272727272727
不舒服,0.769736842105263,0,0,0.0545454545454545,0.181818181818182
不良,0.868613138686131,0,0,0.218181818181818,0.290909090909091
不行,0.694656488549618,0.0181818181818182,0.0363636363636364,0.236363636363636,0.345454545454545
不要,0.864,0,0.0181818181818182,0.290909090909091,0.418181818181818
不要脸,0.535433070866142,0.0545454545454545,0.0181818181818182,0.309090909090909,0.363636363636364
不见,0.527397260273973,0,0,0.127272727272727,0.218181818181818
不解,0.801587301587302,0,0,0.309090909090909,0.4
不讲理,0.782312925170068,0.0181818181818182,0,0.109090909090909,0.218181818181818
不诚实,0.778523489932886,0,0,0.0909090909090909,0.2
不足,0.794117647058823,0,0,0.2,0.327272727272727
不轨,0.623188405797101,0.0545454545454545,0.0545454545454545,0.163636363636364,0.272727272727273
不适,0.746268656716418,0.0181818181818182,0,0.254545454545455,0.309090909090909
不重要,0.73015873015873,0,0.0181818181818182,0.254545454545455,0.436363636363636
不错,0.860294117647059,0,0,0.2,0.327272727272727
不需要,0.838235294117647,0.0181818181818182,0,0.218181818181818,0.309090909090909
不靠谱,0.592,0.0545454545454545,0,0.290909090909091,0.436363636363636
不顾,0.630252100840336,0.0181818181818182,0,0.309090909090909,0.527272727272727
不高兴,0.732394366197183,0,0,0.163636363636364,0.254545454545455
与,0.604651162790698,0,0,0.272727272727273,0.381818181818182
与众不同,0.7,0,0,0.254545454545455,0.381818181818182
与会,0.718181818181818,0,0.145454545454545,0.381818181818182,0.472727272727273
丑,0.731884057971015,0,0,0.127272727272727,0.363636363636364
丑小鸭,0.561643835616438,0.0363636363636364,0,0.127272727272727,0.218181818181818
丑恶,0.782258064516129,0.0363636363636364,0,0.309090909090909,0.436363636363636
丑闻,0.607692307692308,0,0,0.254545454545455,0.381818181818182
丑陋,0.755555555555556,0.0181818181818182,0,0.236363636363636,0.309090909090909
专业,0.829787234042553,0,0,0.163636363636364,0.272727272727273
专利,0.788079470198676,0.0181818181818182,0,0.0727272727272727,0.181818181818182
专制,0.690140845070423,0.0181818181818182,0,0.127272727272727,0.290909090909091
专家,0.715151515151515,0,0,0,0
专心,0.626016260162602,0,0,0.327272727272727,0.436363636363636
专注,0.828571428571429,0,0,0.181818181818182,0.272727272727273
专辑,0.61038961038961,0,0.0363636363636364,0.0545454545454545,0.109090909090909
世事,0.518796992481203,0.0181818181818182,0,0.254545454545455,0.327272727272727
世俗,0.746268656716418,0,0,0.2,0.363636363636364
世故,0.710144927536232,0.0727272727272727,0,0.163636363636364,0.327272727272727
世界,0.794701986754967,0,0,0.0727272727272727,0.181818181818182
世界观,0.787671232876712,0,0,0.0909090909090909,0.254545454545455
世界贸易组织,0.604026845637584,0,0.0545454545454545,0.0909090909090909,0.145454545454545
世纪,0.515151515151515,0,0.0909090909090909,0.181818181818182,0.327272727272727
丘陵,0.601449275362319,0.0181818181818182,0,0.2,0.290909090909091
业,0.693430656934307,0.0181818181818182,0,0.2,0.309090909090909
业务,0.86046511627907,0,0,0.272727272727273,0.381818181818182
业绩,0.795620437956204,0.0181818181818182,0.0181818181818182,0.218181818181818,0.272727272727273
丛林,0.684563758389262,0,0,0.109090909090909,0.181818181818182
东,0.895833333333333,0,0.0181818181818182,0.109090909090909,0.254545454545455
东京,0.821428571428571,0,0,0.2,0.254545454545455
东北,0.554794520547945,0,0.0181818181818182,0.109090909090909,0.218181818181818
东北话,0.416058394160584,0,0,0.2,0.309090909090909
东南,0.791946308724832,0,0,0.109090909090909,0.181818181818182
东南亚,0.694267515923567,0.0181818181818182,0,0.0545454545454545,0.0909090909090909
东方,0.610738255033557,0,0,0.109090909090909,0.181818181818182
东西,0.751515151515151,0,0,0,0
丝,0.611940298507463,0,0,0.145454545454545,0.418181818181818
丝巾,0.732394366197183,0.0363636363636364,0,0.145454545454545,0.272727272727273
丝带,0.70440251572327,0,0.0181818181818182,0.0181818181818182,0.0727272727272727
丝绒,0.741721854304636,0,0,0.0909090909090909,0.163636363636364
丝绸,0.6,0,0,0,0
丝袜,0.67175572519084,0,0,0.236363636363636,0.381818181818182
丢,0.72972972972973,0,0,0.0727272727272727,0.236363636363636
丢失,0.762962962962963,0,0,0.236363636363636,0.309090909090909
丢弃,0.705479452054795,0,0,0.145454545454545,0.2
两个,0.679389312977099,0,0.0363636363636364,0.254545454545455,0.327272727272727
两个人,0.76978417266187,0,0,0.181818181818182,0.290909090909091
两人,0.676923076923077,0.0363636363636364,0.0181818181818182,0.236363636363636,0.381818181818182
两岸,0.554744525547445,0,0.0363636363636364,0.145454545454545,0.327272727272727
两弹一星,0.352112676056338,0.0545454545454545,0,0.181818181818182,0.236363636363636
两极,0.722222222222222,0,0,0.109090909090909,0.272727272727273
两次,0.774193548387097,0.0181818181818182,0,0.309090909090909,0.436363636363636
严厉,0.826923076923077,0,0,0,0.163636363636364
严格,0.804511278195489,0.0363636363636364,0,0.236363636363636,0.345454545454545
严肃,0.745454545454545,0,0,0,0
严谨,0.850931677018634,0,0,0,0.0727272727272727
严重,0.859259259259259,0.0181818181818182,0,0.2,0.345454545454545
丧,0.589403973509934,0,0,0.0363636363636364,0.218181818181818
丧失,0.850340136054422,0.0181818181818182,0,0.109090909090909,0.218181818181818
丧尸,0.706293706293706,0.0181818181818182,0.0363636363636364,0.0909090909090909,0.272727272727273
丧礼,0.782312925170068,0.0181818181818182,0,0.109090909090909,0.218181818181818
个,0.777777777777778,0.0181818181818182,0,0.236363636363636,0.309090909090909
个人,0.886363636363636,0,0,0.254545454545455,0.345454545454545
个体,0.754838709677419,0,0,0.0545454545454545,0.127272727272727
个性,0.74,0,0,0.0909090909090909,0.181818181818182
中,0.780821917808219,0,0,0.0909090909090909,0.254545454545455
中世纪,0.758169934640523,0,0.0181818181818182,0.0727272727272727,0.127272727272727
中东,0.857142857142857,0,0,0.0363636363636364,0.163636363636364
中二,0.701492537313433,0,0.0181818181818182,0.181818181818182,0.363636363636364
中介,0.690140845070423,0,0,0.145454545454545,0.272727272727273
中医,0.472727272727273,0,0,0,0
中午,0.789855072463768,0,0,0.181818181818182,0.309090909090909
中华,0.712418300653595,0,0,0.0363636363636364,0.181818181818182
中国,0.772413793103448,0,0,0.127272727272727,0.236363636363636
中国人,0.652482269503546,0.0363636363636364,0.0181818181818182,0.2,0.218181818181818
中央,0.673758865248227,0,0,0.2,0.236363636363636
中奖,0.702127659574468,0,0,0.163636363636364,0.272727272727273
中学,0.819444444444444,0.0363636363636364,0,0.163636363636364,0.218181818181818
中学生,0.761904761904762,0,0.0363636363636364,0.0727272727272727,0.218181818181818
中年,0.682432432432432,0,0.0181818181818182,0.109090909090909,0.181818181818182
中年人,0.740157480314961,0,0.0363636363636364,0.181818181818182,0.472727272727273
中心,0.687022900763359,0,0,0.254545454545455,0.363636363636364
中文,0.694444444444444,0,0,0.163636363636364,0.218181818181818
中标,0.644444444444444,0.0363636363636364,0.0727272727272727,0.2,0.272727272727273
中毒,0.675862068965517,0,0,0.127272727272727,0.236363636363636
中立,0.672,0,0,0.309090909090909,0.418181818181818
中等,0.666666666666667,0,0,0.127272727272727,0.2
中药,0.564625850340136,0,0.0181818181818182,0.0909090909090909,0.218181818181818
中间,0.528455284552846,0.0181818181818182,0.0181818181818182,0.309090909090909,0.436363636363636
中风,0.635135135135135,0,0,0.145454545454545,0.163636363636364
中餐,0.731543624161074,0,0,0.109090909090909,0.181818181818182
丰厚,0.837209302325581,0,0,0.254545454545455,0.4
丰富,0.837662337662338,0,0,0,0.2
丰收,0.86986301369863,0,0,0.163636363636364,0.181818181818182
丰满,0.739393939393939,0,0,0,0
丰盛,0.852112676056338,0.0181818181818182,0,0.181818181818182,0.236363636363636
临床,0.916666666666667,0,0,0.0545454545454545,0.109090909090909
丹麦,0.553956834532374,0.0181818181818182,0,0.145454545454545,0.327272727272727
为,0.744360902255639,0,0,0.2,0.381818181818182
为了,0.894736842105263,0.0181818181818182,0,0.236363636363636,0.345454545454545
为人,0.657342657342657,0,0,0.163636363636364,0.236363636363636
为什么,0.666666666666667,0,0,0.181818181818182,0.363636363636364
为难,0.591666666666667,0,0.0181818181818182,0.345454545454545,0.454545454545455
主,0.635036496350365,0,0,0.2,0.309090909090909
主义,0.718120805369127,0.0181818181818182,0,0.109090909090909,0.181818181818182
主人,0.719424460431655,0,0,0.163636363636364,0.309090909090909
主任,0.788617886178862,0,0.0181818181818182,0.290909090909091,0.454545454545455
主体,0.8,0,0,0.236363636363636,0.4
主动,0.817518248175182,0.0181818181818182,0,0.163636363636364,0.345454545454545
主厨,0.591194968553459,0,0,0.0181818181818182,0.0909090909090909
主导,0.80794701986755,0,0,0.0727272727272727,0.181818181818182
主意,0.746153846153846,0,0.0181818181818182,0.236363636363636,0.381818181818182
主持,0.725925925925926,0,0,0.181818181818182,0.363636363636364
主持人,0.567567567567568,0,0.0181818181818182,0.0727272727272727,0.218181818181818
主播,0.668965517241379,0.0363636363636364,0,0.109090909090909,0.254545454545455
主权,0.82,0.0181818181818182,0,0.0727272727272727,0.2
主要,0.755395683453237,0.0363636363636364,0,0.163636363636364,0.309090909090909
主观,0.86986301369863,0,0,0.0727272727272727,0.272727272727273
主角,0.588235294117647,0,0.0181818181818182,0.181818181818182,0.327272727272727
主题,0.807407407407407,0,0.0181818181818182,0.181818181818182,0.345454545454545
丽,0.620253164556962,0,0,0,0.127272727272727
举例,0.656,0,0.0181818181818182,0.272727272727273,0.436363636363636
举办,0.818840579710145,0,0,0.163636363636364,0.327272727272727
举手,0.762589928057554,0,0.0181818181818182,0.145454545454545,0.309090909090909
举止,0.765957446808511,0,0,0.127272727272727,0.309090909090909
举行,0.842857142857143,0.0181818181818182,0.0181818181818182,0.163636363636364,0.272727272727273
举起,0.625,0,0,0.127272727272727,0.254545454545455
举重,0.664285714285714,0,0.0181818181818182,0.163636363636364,0.272727272727273
久远,0.78125,0,0,0,0.0909090909090909
么,0.503937007874016,0,0,0.254545454545455,0.436363636363636
义,0.503597122302158,0.0363636363636364,0,0.145454545454545,0.327272727272727
义务,0.853146853146853,0,0,0.145454545454545,0.254545454545455
义勇军,0.781021897810219,0.0181818181818182,0,0.218181818181818,0.290909090909091
之前,0.757575757575758,0.0181818181818182,0,0.236363636363636,0.363636363636364
之后,0.804511278195489,0,0,0.236363636363636,0.345454545454545
之间,0.603053435114504,0,0,0.272727272727273,0.345454545454545
乌云,0.696774193548387,0,0,0.0727272727272727,0.109090909090909
乌托邦,0.62,0,0.0545454545454545,0,0.218181818181818
乌贼,0.62987012987013,0,0,0.0727272727272727,0.127272727272727
乌鸦,0.664335664335664,0.0181818181818182,0,0.163636363636364,0.236363636363636
乌龟,0.666666666666667,0,0,0.0545454545454545,0.218181818181818
乏味,0.781954887218045,0,0,0.236363636363636,0.345454545454545
乐,0.753424657534247,0,0,0.127272727272727,0.218181818181818
乐事,0.696296296296296,0.0545454545454545,0.0181818181818182,0.163636363636364,0.363636363636364
乐器,0.697986577181208,0,0.0181818181818182,0.109090909090909,0.163636363636364
乐团,0.671532846715328,0,0,0.181818181818182,0.327272727272727
乐园,0.757142857142857,0,0,0.181818181818182,0.272727272727273
乐意,0.679389312977099,0.0181818181818182,0,0.272727272727273,0.345454545454545
乐曲,0.748344370860927,0,0,0.0727272727272727,0.181818181818182
乐观,0.898550724637681,0.0181818181818182,0.0181818181818182,0.145454545454545,0.327272727272727
乐谱,0.754966887417219,0,0,0.0909090909090909,0.163636363636364
乐趣,0.856,0,0,0.309090909090909,0.418181818181818
乐队,0.611510791366906,0,0.0545454545454545,0.218181818181818,0.2
乐高,0.737931034482759,0.0181818181818182,0,0.0909090909090909,0.272727272727273
乒乓,0.616541353383459,0.0181818181818182,0,0.181818181818182,0.4
乒乓球,0.61744966442953,0,0.0363636363636364,0.0909090909090909,0.163636363636364
乖,0.744360902255639,0.0363636363636364,0.0181818181818182,0.2,0.363636363636364
乖巧,0.82089552238806,0,0.0181818181818182,0.218181818181818,0.327272727272727
乘,0.754838709677419,0,0,0.0363636363636364,0.145454545454545
乘坐,0.885135135135135,0,0,0.0545454545454545,0.254545454545455
乘客,0.762237762237762,0.0181818181818182,0.0181818181818182,0.163636363636364,0.218181818181818
乘法,0.615384615384615,0.0181818181818182,0.0181818181818182,0.145454545454545,0.236363636363636
乘车,0.67741935483871,0,0,0.0727272727272727,0.109090909090909
乘除,0.843971631205674,0,0,0.127272727272727,0.309090909090909
九,0.56390977443609,0.0181818181818182,0,0.236363636363636,0.345454545454545
乞丐,0.591836734693878,0.0181818181818182,0,0.127272727272727,0.2
乞讨,0.690647482014389,0,0,0.2,0.272727272727273
也许,0.892086330935252,0,0,0.181818181818182,0.290909090909091
