Cues,Coverage,Unknown,R1missing
上升,0.709090909090909,0.0181818181818182,0
上午,0.945454545454545,0,0
上厕所,0.5,0.0181818181818182,0.0181818181818182
上司,0.872727272727273,0,0
上吊,0.745454545454545,0,0
上天,0.4,0,0
上学,0.872727272727273,0,0
上市,0.836363636363636,0.0181818181818182,0
上帝,0.854545454545454,0,0
上床,0.872727272727273,0,0
上海,0.563636363636364,0,0
上涨,0.836363636363636,0,0
上火,0.490909090909091,0,0
上班,0.888888888888889,0,0.0181818181818182
上瘾,0.851851851851852,0,0.0181818181818182
上等,0.745454545454545,0.0181818181818182,0
上级,0.890909090909091,0.0545454545454545,0
上网,0.745454545454545,0.0181818181818182,0
上衣,0.727272727272727,0,0
上课,0.745454545454545,0,0
上进,0.836363636363636,0,0
上门,0.8,0,0
上面,0.872727272727273,0,0
下,0.909090909090909,0,0
下午,0.709090909090909,0,0
下去,0.454545454545455,0,0
下属,0.763636363636364,0,0
下巴,0.666666666666667,0,0.0181818181818182
下棋,0.745454545454545,0,0
下水道,0.8,0,0
下沉,0.672727272727273,0,0
下流,0.851851851851852,0,0.0181818181818182
下班,0.872727272727273,0,0
下级,0.818181818181818,0.0545454545454545,0
下落,0.854545454545454,0,0
下蛋,0.945454545454545,0,0
下跌,0.909090909090909,0,0
下跪,0.648148148148148,0,0.0181818181818182
下载,0.745454545454545,0,0
下降,0.833333333333333,0.0363636363636364,0.0181818181818182
下陷,0.472727272727273,0.0545454545454545,0
下雨,0.672727272727273,0,0
下雨了,0.6,0,0
下雨天,0.722222222222222,0,0.0181818181818182
下雪,0.849056603773585,0.0181818181818182,0.0363636363636364
下面,0.690909090909091,0,0
不,0.909090909090909,0,0
不一,0.418181818181818,0.0909090909090909,0
不一定,0.8,0.0727272727272727,0
不一样,0.909090909090909,0,0
不下,0.272727272727273,0.127272727272727,0
不仁,0.2,0.0181818181818182,0
不休,0.203703703703704,0.0181818181818182,0.0181818181818182
不会,0.927272727272727,0.0181818181818182,0
不佳,0.963636363636364,0,0
不便,0.8,0.0181818181818182,0
不信,0.763636363636364,0.0363636363636364,0
不停,0.836363636363636,0.0363636363636364,0
不健康,0.709090909090909,0.0181818181818182,0
不公,0.872727272727273,0.0181818181818182,0
不公平,0.854545454545454,0.0181818181818182,0
不决,0.690909090909091,0.181818181818182,0
不准,0.727272727272727,0,0
不准确,0.745454545454545,0.0181818181818182,0
不凡,0.672727272727273,0,0
不切实际,0.672727272727273,0,0
不利,0.814814814814815,0,0.0181818181818182
不动,0.425925925925926,0.0181818181818182,0.0181818181818182
不动产,0.927272727272727,0.0181818181818182,0
不及格,0.9,0,0.0909090909090909
不变,0.690909090909091,0.0181818181818182,0
不可,0.576923076923077,0.0181818181818182,0.0545454545454545
不可以,0.833333333333333,0.0363636363636364,0.0181818181818182
不可侵犯,0.745454545454545,0.0363636363636364,0
不可思议,0.673076923076923,0,0.0545454545454545
不可描述,0.660377358490566,0,0.0363636363636364
不可置信,0.563636363636364,0,0
不可能,0.763636363636364,0,0
不合,0.672727272727273,0.0545454545454545,0
不合理,0.745454545454545,0.0181818181818182,0
不同,0.759259259259259,0.0363636363636364,0.0181818181818182
不同意,0.690909090909091,0.0181818181818182,0
不和,0.8,0.0363636363636364,0
不喜欢,0.851851851851852,0.0181818181818182,0.0181818181818182
不在乎,0.740740740740741,0.0181818181818182,0.0181818181818182
不堪,0.472727272727273,0,0
不够,0.836363636363636,0,0
不好,0.854545454545454,0,0
不好吃,0.727272727272727,0,0
不好意思,0.907407407407407,0,0.0181818181818182
不好的,0.854545454545454,0,0
不好看,0.836363636363636,0,0
不如,0.703703703703704,0,0.0181818181818182
不存在,0.781818181818182,0,0
不安,0.814814814814815,0.0727272727272727,0.0181818181818182
不安全,0.8,0,0
不完整,0.836363636363636,0.0363636363636364,0
不定,0.581818181818182,0,0
不客气,0.8,0,0
不对,0.818181818181818,0.0181818181818182,0
不屈,0.418181818181818,0.0363636363636364,0
不屑,0.345454545454545,0.0181818181818182,0
不平,0.472727272727273,0,0
不平等,0.781818181818182,0,0
不幸,0.8,0,0
不开心,0.872727272727273,0.0181818181818182,0
不得,0.592592592592593,0.0545454545454545,0.0181818181818182
不得不,0.759259259259259,0.0363636363636364,0.0181818181818182
不得了,0.666666666666667,0,0.0181818181818182
不得已,0.4,0.0181818181818182,0
不快,0.890909090909091,0.0181818181818182,0
不情愿,0.666666666666667,0,0.0181818181818182
不想,0.872727272727273,0,0
不愉快,0.872727272727273,0,0
不愿意,0.8,0,0
不懂,0.654545454545455,0.0181818181818182,0
不懈,0.981818181818182,0,0
不成,0.709090909090909,0.0727272727272727,0
不断,0.709090909090909,0,0
不方便,0.818181818181818,0,0
不明,0.509090909090909,0,0
不明白,0.709090909090909,0,0
不易,0.811320754716981,0.0363636363636364,0.0363636363636364
不是,0.703703703703704,0,0.0181818181818182
不是我,0.537037037037037,0.0363636363636364,0.0181818181818182
不服,0.527272727272727,0,0
不正,0.636363636363636,0.0545454545454545,0
不正常,0.814814814814815,0.0363636363636364,0.0181818181818182
不正确,0.909090909090909,0,0
不法,0.745454545454545,0,0
不清,0.309090909090909,0,0
不满,0.781818181818182,0.0181818181818182,0
不满意,0.722222222222222,0.0363636363636364,0.0181818181818182
不然,0.727272727272727,0,0
不熟,0.672727272727273,0.0727272727272727,0
不爽,0.872727272727273,0,0
不理智,0.851851851851852,0,0.0181818181818182
不理解,0.854545454545454,0.0545454545454545,0
不甘,0.654545454545455,0,0
不用,0.709090909090909,0.0181818181818182,0
不用谢,0.909090909090909,0,0
不真实,0.963636363636364,0,0
不知所措,0.6,0,0
不知道,0.618181818181818,0,0
不确定,0.836363636363636,0.0181818181818182,0
不礼貌,0.745454545454545,0.0363636363636364,0
不祥,0.381818181818182,0,0
不符,0.618181818181818,0,0
不管,0.636363636363636,0,0
不耐烦,0.814814814814815,0.0545454545454545,0.0181818181818182
不能,0.888888888888889,0.0181818181818182,0.0181818181818182
不舒服,0.781818181818182,0,0
不良,0.927272727272727,0,0
不行,0.69811320754717,0.0181818181818182,0.0363636363636364
不要,0.814814814814815,0,0.0181818181818182
不要脸,0.518518518518518,0.0545454545454545,0.0181818181818182
不见,0.381818181818182,0,0
不解,0.836363636363636,0,0
不讲理,0.763636363636364,0.0181818181818182,0
不诚实,0.854545454545454,0,0
不足,0.872727272727273,0,0
不轨,0.615384615384615,0.0545454545454545,0.0545454545454545
不适,0.8,0.0181818181818182,0
不重要,0.814814814814815,0,0.0181818181818182
不错,0.890909090909091,0,0
不需要,0.854545454545454,0.0181818181818182,0
不靠谱,0.6,0.0545454545454545,0
不顾,0.818181818181818,0.0181818181818182,0
不高兴,0.636363636363636,0,0
与,0.672727272727273,0,0
与众不同,0.654545454545455,0,0
与会,0.702127659574468,0,0.145454545454545
丑,0.818181818181818,0,0
丑小鸭,0.381818181818182,0.0363636363636364,0
丑恶,0.8,0.0363636363636364,0
丑闻,0.6,0,0
丑陋,0.818181818181818,0.0181818181818182,0
专业,0.836363636363636,0,0
专利,0.872727272727273,0.0181818181818182,0
专制,0.672727272727273,0.0181818181818182,0
专家,0.672727272727273,0,0
专心,0.490909090909091,0,0
专注,0.872727272727273,0,0
专辑,0.773584905660377,0,0.0363636363636364
世事,0.4,0.0181818181818182,0
世俗,0.727272727272727,0,0
世故,0.818181818181818,0.0727272727272727,0
世界,0.854545454545454,0,0
世界观,0.854545454545454,0,0
世纪,0.42,0,0.0909090909090909
丘陵,0.6,0.0181818181818182,0
业,0.636363636363636,0.0181818181818182,0
业务,0.872727272727273,0,0
业绩,0.851851851851852,0.0181818181818182,0.0181818181818182
丛林,0.672727272727273,0,0
东,0.944444444444444,0,0.0181818181818182
东京,0.890909090909091,0,0
东北,0.574074074074074,0,0.0181818181818182
东北话,0.436363636363636,0,0
东南,0.8,0,0
东南亚,0.727272727272727,0.0181818181818182,0
东方,0.636363636363636,0,0
东西,0.854545454545454,0,0
丝,0.672727272727273,0,0
丝巾,0.709090909090909,0.0363636363636364,0
丝带,0.722222222222222,0,0.0181818181818182
丝绒,0.727272727272727,0,0
丝绸,0.509090909090909,0,0
丝袜,0.654545454545455,0,0
丢,0.727272727272727,0,0
丢失,0.672727272727273,0,0
丢弃,0.709090909090909,0,0
两个,0.679245283018868,0,0.0363636363636364
两个人,0.8,0,0
两人,0.574074074074074,0.0363636363636364,0.0181818181818182
两岸,0.528301886792453,0,0.0363636363636364
两弹一星,0.236363636363636,0.0545454545454545,0
两极,0.690909090909091,0,0
两次,0.836363636363636,0.0181818181818182,0
严厉,0.836363636363636,0,0
严格,0.8,0.0363636363636364,0
严肃,0.690909090909091,0,0
严谨,0.818181818181818,0,0
严重,0.872727272727273,0.0181818181818182,0
丧,0.563636363636364,0,0
丧失,0.872727272727273,0.0181818181818182,0
丧尸,0.735849056603774,0.0181818181818182,0.0363636363636364
丧礼,0.818181818181818,0.0181818181818182,0
个,0.818181818181818,0.0181818181818182,0
个人,0.854545454545454,0,0
个体,0.781818181818182,0,0
个性,0.745454545454545,0,0
中,0.909090909090909,0,0
中世纪,0.833333333333333,0,0.0181818181818182
中东,0.836363636363636,0,0
中二,0.722222222222222,0,0.0181818181818182
中介,0.763636363636364,0,0
中医,0.581818181818182,0,0
中午,0.872727272727273,0,0
中华,0.763636363636364,0,0
中国,0.836363636363636,0,0
中国人,0.703703703703704,0.0363636363636364,0.0181818181818182
中央,0.690909090909091,0,0
中奖,0.745454545454545,0,0
中学,0.836363636363636,0.0363636363636364,0
中学生,0.886792452830189,0,0.0363636363636364
中年,0.722222222222222,0,0.0181818181818182
中年人,0.773584905660377,0,0.0363636363636364
中心,0.563636363636364,0,0
中文,0.672727272727273,0,0
中标,0.627450980392157,0.0363636363636364,0.0727272727272727
中毒,0.654545454545455,0,0
中立,0.672727272727273,0,0
中等,0.727272727272727,0,0
中药,0.685185185185185,0,0.0181818181818182
中间,0.592592592592593,0.0181818181818182,0.0181818181818182
中风,0.654545454545455,0,0
中餐,0.8,0,0
丰厚,0.8,0,0
丰富,0.836363636363636,0,0
丰收,0.872727272727273,0,0
丰满,0.763636363636364,0,0
丰盛,0.8,0.0181818181818182,0
临床,0.927272727272727,0,0
丹麦,0.636363636363636,0.0181818181818182,0
为,0.836363636363636,0,0
为了,0.909090909090909,0.0181818181818182,0
为人,0.472727272727273,0,0
为什么,0.636363636363636,0,0
为难,0.611111111111111,0,0.0181818181818182
主,0.745454545454545,0,0
主义,0.709090909090909,0.0181818181818182,0
主人,0.745454545454545,0,0
主任,0.796296296296296,0,0.0181818181818182
主体,0.854545454545454,0,0
主动,0.836363636363636,0.0181818181818182,0
主导,0.781818181818182,0,0
主意,0.740740740740741,0,0.0181818181818182
主持,0.8,0,0
主持人,0.592592592592593,0,0.0181818181818182
主播,0.636363636363636,0.0363636363636364,0
主权,0.854545454545454,0.0181818181818182,0
主要,0.818181818181818,0.0363636363636364,0
主观,0.818181818181818,0,0
主角,0.407407407407407,0,0.0181818181818182
主题,0.777777777777778,0,0.0181818181818182
丽,0.854545454545454,0,0
举例,0.62962962962963,0,0.0181818181818182
举办,0.872727272727273,0,0
举手,0.722222222222222,0,0.0181818181818182
举止,0.763636363636364,0,0
举行,0.907407407407407,0.0181818181818182,0.0181818181818182
举起,0.563636363636364,0,0
举重,0.62962962962963,0,0.0181818181818182
久远,0.872727272727273,0,0
么,0.381818181818182,0,0
义,0.545454545454545,0.0363636363636364,0
义务,0.890909090909091,0,0
义勇军,0.909090909090909,0.0181818181818182,0
之前,0.854545454545454,0.0181818181818182,0
之后,0.836363636363636,0,0
之间,0.6,0,0
乌云,0.527272727272727,0,0
乌托邦,0.692307692307692,0,0.0545454545454545
乌贼,0.654545454545455,0,0
乌鸦,0.727272727272727,0.0181818181818182,0
乌龟,0.690909090909091,0,0
乏味,0.8,0,0
乐,0.763636363636364,0,0
乐事,0.851851851851852,0.0545454545454545,0.0181818181818182
乐器,0.703703703703704,0,0.0181818181818182
乐团,0.672727272727273,0,0
乐园,0.781818181818182,0,0
乐意,0.727272727272727,0.0181818181818182,0
乐曲,0.709090909090909,0,0
乐观,0.925925925925926,0.0181818181818182,0.0181818181818182
乐谱,0.781818181818182,0,0
乐趣,0.854545454545454,0,0
乐队,0.634615384615385,0,0.0545454545454545
乐高,0.909090909090909,0.0181818181818182,0
乒乓,0.672727272727273,0.0181818181818182,0
乒乓球,0.679245283018868,0,0.0363636363636364
乖,0.722222222222222,0.0363636363636364,0.0181818181818182
乖巧,0.907407407407407,0,0.0181818181818182
乘,0.890909090909091,0,0
乘坐,0.890909090909091,0,0
乘客,0.851851851851852,0.0181818181818182,0.0181818181818182
乘法,0.555555555555556,0.0181818181818182,0.0181818181818182
乘车,0.709090909090909,0,0
乘除,0.927272727272727,0,0
九,0.690909090909091,0.0181818181818182,0
乞丐,0.618181818181818,0.0181818181818182,0
乞讨,0.8,0,0
也许,0.890909090909091,0,0
习俗,0.781818181818182,0.0181818181818182,0
习惯,0.588235294117647,0.0181818181818182,0.0727272727272727
习题,0.836363636363636,0,0
乡下,0.818181818181818,0,0
乡愁,0.537037037037037,0.0181818181818182,0.0181818181818182
乡村,0.872727272727273,0,0
乡镇,0.666666666666667,0,0.0181818181818182
书,0.8,0,0
书信,0.818181818181818,0,0
书写,0.962962962962963,0,0.0181818181818182
书包,0.8,0,0
书店,0.611111111111111,0,0.0181818181818182
书本,0.818181818181818,0.0181818181818182,0
书架,0.890909090909091,0,0
书柜,0.907407407407407,0.0181818181818182,0.0181818181818182
书桌,0.945454545454545,0,0
书法,0.6,0,0
书生,0.381818181818182,0,0
书签,0.927272727272727,0,0
书籍,0.745454545454545,0,0
书记,0.509090909090909,0,0
书面,0.872727272727273,0.0181818181818182,0
买,0.854545454545454,0,0
买不起,0.890909090909091,0.0181818181818182,0
买东西,0.890909090909091,0,0
买买买,0.618181818181818,0,0
买卖,0.781818181818182,0,0
买房,0.709090909090909,0,0
买菜,0.836363636363636,0,0
乱,0.672727272727273,0,0
乱七八糟,0.636363636363636,0.0181818181818182,0
乱伦,0.566037735849057,0.0363636363636364,0.0363636363636364
乳头,0.745454545454545,0,0
乳房,0.8,0,0
了,0.690909090909091,0.0545454545454545,0
了不得,0.745454545454545,0,0
了不起,0.576923076923077,0.0181818181818182,0.0545454545454545
了解,0.833333333333333,0.0181818181818182,0.0181818181818182
争取,0.836363636363636,0,0
争吵,0.909090909090909,0,0
争夺,0.781818181818182,0,0
争执,0.854545454545454,0.0181818181818182,0
争斗,0.818181818181818,0,0
争端,0.763636363636364,0,0
争议,0.672727272727273,0.0363636363636364,0
争论,0.745454545454545,0,0
事,0.890909090909091,0,0
事业,0.727272727272727,0,0
事件,0.781818181818182,0,0
事务,0.745454545454545,0,0
事宜,0.545454545454545,0,0
事实,0.8,0.0181818181818182,0
事态,0.781818181818182,0,0
事情,0.754716981132076,0.0181818181818182,0.0363636363636364
事故,0.545454545454545,0,0
事物,0.814814814814815,0.0727272727272727,0.0181818181818182
事项,0.763636363636364,0.0181818181818182,0
二,0.846153846153846,0.0181818181818182,0.0545454545454545
二十,0.60377358490566,0,0.0363636363636364
二宫和也,0.509090909090909,0.290909090909091,0
二战,0.727272727272727,0,0
二手烟,0.745454545454545,0.0181818181818182,0
二次元,0.654545454545455,0,0
二氧化碳,0.636363636363636,0,0
二胎,0.781818181818182,0,0
亏,0.527272727272727,0,0
亏损,0.763636363636364,0,0
云,0.87037037037037,0,0.0181818181818182
云南,0.545454545454545,0,0
云吞,0.796296296296296,0.0181818181818182,0.0181818181818182
云彩,0.849056603773585,0.0181818181818182,0.0363636363636364
云朵,0.905660377358491,0,0.0363636363636364
互利,0.654545454545455,0.0181818181818182,0
互动,0.781818181818182,0,0
互助,0.722222222222222,0.0181818181818182,0.0181818181818182
互惠,0.781818181818182,0.0363636363636364,0
互相,0.909090909090909,0.0181818181818182,0
互联网,0.735849056603774,0,0.0363636363636364
五,0.759259259259259,0.0181818181818182,0.0181818181818182
五子棋,0.727272727272727,0,0
五官,0.836363636363636,0,0
五彩,0.927272727272727,0.0181818181818182,0
五彩缤纷,0.6,0.0181818181818182,0
五星,0.907407407407407,0,0.0181818181818182
五星红旗,0.722222222222222,0.0181818181818182,0.0181818181818182
五月,0.636363636363636,0.0181818181818182,0
五月天,0.634615384615385,0.0181818181818182,0.0545454545454545
五环,0.415094339622642,0,0.0363636363636364
五线谱,0.962962962962963,0,0.0181818181818182
五花肉,0.709090909090909,0,0
五角星,0.814814814814815,0,0.0181818181818182
五颜六色,0.545454545454545,0,0
井,0.563636363636364,0.0181818181818182,0
亚洲,0.727272727272727,0,0
亚马逊,0.654545454545455,0.0181818181818182,0
亚麻,0.745454545454545,0.0181818181818182,0
亢奋,0.8,0.0181818181818182,0
交叉,0.781818181818182,0,0
交响乐,0.618181818181818,0,0
交往,0.727272727272727,0.0181818181818182,0
交换,0.654545454545455,0,0
交易,0.709090909090909,0,0
交流,0.836363636363636,0,0
交规,0.763636363636364,0.0727272727272727,0
交警,0.690909090909091,0,0
交谈,0.763636363636364,0,0
交通工具,0.963636363636364,0,0
交通规则,0.890909090909091,0.0181818181818182,0
交钱,0.740740740740741,0,0.0181818181818182
交际,0.890909090909091,0.0181818181818182,0
交际花,0.690909090909091,0.0181818181818182,0
产业,0.8,0.0181818181818182,0
产值,0.636363636363636,0.0181818181818182,0
产品,0.8,0.0181818181818182,0
产权,0.87037037037037,0,0.0181818181818182
产生,0.925925925925926,0,0.0181818181818182
产量,0.818181818181818,0,0
亩,0.836363636363636,0.0181818181818182,0
享受,0.854545454545454,0,0
京东,0.690909090909091,0,0
京剧,0.527272727272727,0,0
京都,0.727272727272727,0,0
亮,0.907407407407407,0.0181818181818182,0.0181818181818182
亮光,0.745454545454545,0.0181818181818182,0
亲,0.925925925925926,0,0.0181818181818182
亲亲,0.481481481481481,0.0181818181818182,0.0181818181818182
亲人,0.890909090909091,0.0181818181818182,0
亲切,0.927272727272727,0.0181818181818182,0
亲友,0.927272727272727,0,0
亲吻,0.872727272727273,0,0
亲密,0.814814814814815,0,0.0181818181818182
亲密关系,0.927272727272727,0,0
亲属,0.890909090909091,0,0
亲情,0.909090909090909,0,0
亲戚,0.781818181818182,0,0
亲昵,0.727272727272727,0.0363636363636364,0
亲爱,0.836363636363636,0,0
亲爱的,0.727272727272727,0,0
亲近,0.854545454545454,0,0
人,0.833333333333333,0.0181818181818182,0.0181818181818182
人丁,0.836363636363636,0.0363636363636364,0
人事,0.555555555555556,0.0181818181818182,0.0181818181818182
人们,0.745454545454545,0,0
人体,0.818181818181818,0.0181818181818182,0
人像,0.763636363636364,0.0181818181818182,0
人力,0.727272727272727,0.0363636363636364,0
人力资源,0.636363636363636,0.0545454545454545,0
人口,0.836363636363636,0,0
人名,0.709090909090909,0.0181818181818182,0
人员,0.8,0.0363636363636364,0
人品,0.763636363636364,0.0363636363636364,0
人士,0.8,0.0363636363636364,0
人多,0.745454545454545,0,0
人大,0.654545454545455,0.0181818181818182,0
人大代表,0.388888888888889,0.0545454545454545,0.0181818181818182
人妖,0.8,0.0181818181818182,0
人家,0.545454545454545,0,0
人山人海,0.481481481481481,0,0.0181818181818182
人工,0.836363636363636,0,0
人工智能,0.745454545454545,0,0
人心,0.545454545454545,0.0181818181818182,0
人心惶惶,0.636363636363636,0.0363636363636364,0
人性,0.740740740740741,0.0181818181818182,0.0181818181818182
人情,0.584905660377358,0,0.0363636363636364
人才,0.740740740740741,0,0.0181818181818182
人数,0.769230769230769,0.0181818181818182,0.0545454545454545
人文,0.836363636363636,0,0
人权,0.854545454545454,0,0
人格,0.818181818181818,0.0181818181818182,0
人民,0.836363636363636,0,0
人民币,0.818181818181818,0,0
人渣,0.818181818181818,0,0
人物,0.764705882352941,0,0.0727272727272727
人生,0.763636363636364,0,0
人生观,0.890909090909091,0,0
人种,0.867924528301887,0,0.0363636363636364
人类,0.818181818181818,0,0
人群,0.740740740740741,0,0.0181818181818182
人脉,0.781818181818182,0,0
人行道,0.872727272727273,0.0181818181818182,0
人质,0.759259259259259,0.0363636363636364,0.0181818181818182
人造,0.818181818181818,0,0
人间,0.611111111111111,0.0181818181818182,0.0181818181818182
人际,0.945454545454545,0,0
人际关系,0.854545454545454,0.0181818181818182,0
什么,0.944444444444444,0,0.0181818181818182
什么事,0.740740740740741,0,0.0181818181818182
什么鬼,0.612244897959184,0.0545454545454545,0.109090909090909
仁,0.618181818181818,0,0
仁慈,0.763636363636364,0,0
仁爱,0.814814814814815,0,0.0181818181818182
仅仅,0.833333333333333,0,0.0181818181818182
仆人,0.685185185185185,0,0.0181818181818182
仇,0.709090909090909,0,0
仇人,0.518518518518518,0,0.0181818181818182
仇恨,0.745454545454545,0,0
今天,0.909090909090909,0.0181818181818182,0
今日,0.745454545454545,0,0
介意,0.709090909090909,0,0
介绍,0.654545454545455,0,0
仍旧,0.818181818181818,0,0
仍然,0.909090909090909,0.0181818181818182,0
从事,0.962264150943396,0,0.0363636363636364
从前,0.763636363636364,0,0
从容,0.581818181818182,0,0
从而,0.686274509803922,0.0545454545454545,0.0727272727272727
仓库,0.763636363636364,0.0181818181818182,0
仓鼠,0.709090909090909,0.0181818181818182,0
仔细,0.945454545454545,0.0181818181818182,0
他,0.796296296296296,0,0.0181818181818182
他人,0.890909090909091,0.0181818181818182,0
他们,0.745454545454545,0.0363636363636364,0
他妈的,0.830188679245283,0,0.0363636363636364
付出,0.927272727272727,0,0
付款,0.69811320754717,0,0.0363636363636364
仙,0.636363636363636,0,0
仙人掌,0.709090909090909,0,0
仙女,0.709090909090909,0,0
代,0.472727272727273,0.0545454545454545,0
代价,0.763636363636364,0,0
代替,0.490909090909091,0.0545454545454545,0
代沟,0.636363636363636,0.0363636363636364,0
代理,0.555555555555556,0,0.0181818181818182
代码,0.818181818181818,0.0363636363636364,0
代表,0.773584905660377,0,0.0363636363636364
代购,0.854545454545454,0,0
以,0.763636363636364,0.0181818181818182,0
以上,0.584905660377358,0.0181818181818182,0.0363636363636364
以为,0.781818181818182,0.0181818181818182,0
以前,0.851851851851852,0,0.0181818181818182
以后,0.945454545454545,0,0
仪器,0.927272727272727,0,0
仪式,0.745454545454545,0.0181818181818182,0
仪表,0.518518518518518,0,0.0181818181818182
仰慕,0.654545454545455,0,0
价值,0.836363636363636,0,0
价值观,0.854545454545454,0,0
价格,0.781818181818182,0,0
价钱,0.727272727272727,0,0
任务,0.836363636363636,0,0
任命,0.690909090909091,0,0
任性,0.654545454545455,0.0545454545454545,0
任意,0.709090909090909,0,0
仿佛,0.854545454545454,0,0
企业,0.727272727272727,0,0
企鹅,0.854545454545454,0.0181818181818182,0
伊拉克,0.854545454545454,0,0
伊斯兰,0.796296296296296,0,0.0181818181818182
伊斯兰教,0.8,0,0
伏地魔,0.763636363636364,0,0
伏特加,0.781818181818182,0,0
休假,0.636363636363636,0,0
休闲,0.836363636363636,0,0
众人,0.537037037037037,0,0.0181818181818182
众多,0.763636363636364,0.0727272727272727,0
优,0.851851851851852,0.0363636363636364,0.0181818181818182
优先,0.836363636363636,0,0
优势,0.890909090909091,0.0181818181818182,0
优化,0.865384615384615,0,0.0545454545454545
优异,0.890909090909091,0,0
优惠,0.8,0,0
优惠券,0.581818181818182,0,0
优点,0.872727272727273,0.0363636363636364,0
优秀,0.854545454545454,0,0
优美,0.854545454545454,0,0
优良,0.927272727272727,0,0
优越,0.581818181818182,0,0
优雅,0.818181818181818,0,0
伙伴,0.781818181818182,0,0
会,0.909090909090909,0,0
会员,0.444444444444444,0,0.0181818181818182
会员卡,0.537037037037037,0,0.0181818181818182
会堂,0.6,0,0
会见,0.618181818181818,0,0
会计,0.690909090909091,0.0181818181818182,0
会议,0.818181818181818,0,0
会议室,0.872727272727273,0,0
会谈,0.735849056603774,0,0.0363636363636364
伞,0.836363636363636,0,0
伟人,0.490909090909091,0,0
伟大,0.909090909090909,0,0
传单,0.709090909090909,0.0545454545454545,0
传奇,0.672727272727273,0,0
传媒,0.854545454545454,0,0
传承,0.4,0,0
传播,0.763636363636364,0.0363636363636364,0
传教,0.509090909090909,0,0
传染,0.781818181818182,0,0
传染病,0.745454545454545,0,0
传统,0.545454545454545,0.0181818181818182,0
传统文化,0.527272727272727,0,0
传记,0.727272727272727,0,0
传说,0.666666666666667,0,0.0181818181818182
传输,0.636363636363636,0,0
传达,0.763636363636364,0,0
传递,0.818181818181818,0.0181818181818182,0
传道,0.363636363636364,0.0727272727272727,0
传销,0.818181818181818,0.0181818181818182,0
伤,0.872727272727273,0,0
伤亡,0.909090909090909,0,0
伤口,0.709090909090909,0,0
伤害,0.781818181818182,0,0
伤心,0.872727272727273,0,0
伤感,0.818181818181818,0.0363636363636364,0
伤疤,0.818181818181818,0,0
伤痕,0.636363636363636,0,0
伤痛,0.745454545454545,0.0181818181818182,0
伦敦,0.672727272727273,0,0
伦理,0.818181818181818,0.0181818181818182,0
伪劣,0.792452830188679,0.0181818181818182,0.0363636363636364
伪善,0.8,0.0545454545454545,0
伪装,0.763636363636364,0,0
伪装者,0.818181818181818,0.0545454545454545,0
伪证,0.836363636363636,0.0181818181818182,0
伪造,0.907407407407407,0,0.0181818181818182
伯伯,0.745454545454545,0.0363636363636364,0
伯母,0.944444444444444,0,0.0181818181818182
伯爵,0.636363636363636,0,0
伯父,0.890909090909091,0,0
估计,0.781818181818182,0,0
伴侣,0.854545454545454,0,0
伴娘,0.6,0,0
伶俐,0.685185185185185,0,0.0181818181818182
